Rooms,Type,Price,Year,Distance,Landsize,CouncilArea,Yearly Incidents Recorded
4,h,1630000.0,2017,18.0,,Nillumbik Shire Council,
3,h,777500.0,2017,12.0,,Darebin City Council,12872.0
3,h,780000.0,2017,12.0,,Darebin City Council,12872.0
3,u,680000.0,2017,12.0,,Darebin City Council,12872.0
3,h,883000.0,2017,12.0,,Darebin City Council,12872.0
3,h,645000.0,2017,12.0,,Darebin City Council,12872.0
3,u,645000.0,2017,12.0,,Darebin City Council,12872.0
3,h,740000.0,2017,12.0,,Darebin City Council,12872.0
4,h,690000.0,2017,12.0,,Darebin City Council,12872.0
3,h,876000.0,2017,12.0,,Darebin City Council,12872.0
3,u,701000.0,2017,12.0,,Darebin City Council,12872.0
3,u,1125000.0,2017,2.4,,Yarra City Council,11076.0
3,h,1280000.0,2017,2.4,,Yarra City Council,11076.0
2,h,1391000.0,2017,2.4,,Yarra City Council,11076.0
2,h,1100000.0,2017,2.4,,Yarra City Council,11076.0
4,h,2080000.0,2017,2.4,,Yarra City Council,11076.0
2,h,1339000.0,2017,2.4,,Yarra City Council,11076.0
1,u,500000.0,2017,2.4,,Yarra City Council,11076.0
1,u,455000.0,2017,2.4,,Yarra City Council,11076.0
2,u,692500.0,2017,2.4,,Yarra City Council,11076.0
3,u,670000.0,2017,2.4,,Yarra City Council,11076.0
4,h,1185000.0,2017,19.9,,Maroondah City Council,6820.0
3,h,845000.0,2017,19.9,,Manningham City Council,3898.0
4,h,1025000.0,2017,19.9,,Manningham City Council,3898.0
4,h,1480000.0,2017,8.9,,Banyule City Council,7391.0
4,h,1175000.0,2017,8.9,,Banyule City Council,7391.0
2,u,763000.0,2017,8.9,,Banyule City Council,7391.0
5,h,740000.0,2017,23.5,,Knox City Council,8910.0
4,h,1131000.0,2017,23.5,,Knox City Council,8910.0
4,h,1050000.0,2017,23.5,,Knox City Council,8910.0
4,h,672000.0,2017,20.6,,Hume City Council,16673.0
4,h,590000.0,2017,20.6,,Hume City Council,16673.0
3,t,1064000.0,2017,15.2,,Bayside City Council,4052.0
2,u,430000.0,2017,15.2,,Bayside City Council,4052.0
2,h,1140000.0,2017,15.2,,Bayside City Council,4052.0
2,t,830000.0,2017,15.2,,Bayside City Council,4052.0
3,h,1675000.0,2017,15.2,,Bayside City Council,4052.0
2,u,790000.0,2017,15.2,,Bayside City Council,4052.0
5,h,1319000.0,2017,22.2,,Knox City Council,8910.0
4,h,870000.0,2017,11.0,,Hobsons Bay City Council,5306.0
3,h,1070000.0,2017,5.1,,Maribyrnong City Council,7189.0
2,h,905000.0,2017,5.1,,Maribyrnong City Council,7189.0
2,h,1000000.0,2017,5.1,,Maribyrnong City Council,7189.0
3,h,1820000.0,2017,1.9,,Port Phillip City Council,10310.0
3,h,1950000.0,2017,1.9,,Port Phillip City Council,10310.0
2,u,600000.0,2017,1.9,,Port Phillip City Council,10310.0
4,h,692000.0,2017,20.5,,Whittlesea City Council,12423.0
4,h,920000.0,2017,20.5,,Whittlesea City Council,12423.0
4,h,750000.0,2017,20.5,,Whittlesea City Council,12423.0
4,h,662000.0,2017,20.5,,Whittlesea City Council,12423.0
4,h,752000.0,2017,20.5,,Whittlesea City Council,12423.0
3,h,572000.0,2017,20.5,,Whittlesea City Council,12423.0
2,u,1950000.0,2017,2.7,,Melbourne City Council,27509.0
2,u,835000.0,2017,2.7,,Melbourne City Council,27509.0
2,u,765000.0,2017,2.7,,Melbourne City Council,27509.0
3,h,3075000.0,2017,2.7,,Melbourne City Council,27509.0
1,u,608000.0,2017,2.7,,Melbourne City Council,27509.0
3,h,1700000.0,2017,2.7,,Melbourne City Council,27509.0
2,u,860000.0,2017,2.7,,Melbourne City Council,27509.0
1,u,560000.0,2017,2.7,,Melbourne City Council,27509.0
2,u,690000.0,2017,6.2,,Hobsons Bay City Council,5306.0
3,u,620000.0,2017,20.8,,Greater Dandenong City Council,15109.0
2,h,697000.0,2017,20.8,,Greater Dandenong City Council,15109.0
3,u,700000.0,2017,20.8,,Greater Dandenong City Council,15109.0
3,u,635000.0,2017,20.8,,Greater Dandenong City Council,15109.0
4,h,810000.0,2017,22.2,,Greater Dandenong City Council,15109.0
3,h,595000.0,2017,14.0,,Brimbank City Council,14744.0
3,h,706000.0,2017,14.0,,Brimbank City Council,14744.0
3,h,1850000.0,2017,5.0,,Port Phillip City Council,10310.0
3,h,1551000.0,2017,5.0,,Port Phillip City Council,10310.0
2,u,975000.0,2017,5.0,,Port Phillip City Council,10310.0
3,h,1535000.0,2017,5.0,,Port Phillip City Council,10310.0
3,u,825000.0,2017,8.2,,Moonee Valley City Council,7585.0
4,h,1310000.0,2017,8.2,,Moonee Valley City Council,7585.0
4,h,1075000.0,2017,8.2,,Moonee Valley City Council,7585.0
3,h,541000.0,2017,31.7,,Hume City Council,16673.0
4,h,660000.0,2017,31.7,,Hume City Council,16673.0
3,h,475000.0,2017,31.7,,Hume City Council,16673.0
3,h,465000.0,2017,31.7,,Hume City Council,16673.0
5,h,580000.0,2017,31.7,,Hume City Council,16673.0
3,h,520000.0,2017,31.7,,Hume City Council,16673.0
3,h,437000.0,2017,31.7,,Hume City Council,16673.0
3,h,415000.0,2017,31.7,,Hume City Council,16673.0
4,h,585000.0,2017,31.7,,Hume City Council,16673.0
3,h,593000.0,2017,31.7,,Hume City Council,16673.0
4,h,623000.0,2017,31.7,,Hume City Council,16673.0
2,h,560000.0,2017,31.7,,Hume City Council,16673.0
3,h,650000.0,2017,10.5,,Brimbank City Council,14744.0
2,h,785000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,1254000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,780000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,1100000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,1145000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,662000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,990000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,750000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,637000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,750000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,495000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,1315000.0,2017,10.5,,Brimbank City Council,14744.0
3,u,555000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,735000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,670000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,577000.0,2017,10.5,,Brimbank City Council,14744.0
3,h,1225000.0,2017,10.2,,Boroondara City Council,6793.0
4,h,2560500.0,2017,10.2,,Boroondara City Council,6793.0
2,h,1376000.0,2017,10.2,,Boroondara City Council,6793.0
4,h,2225000.0,2017,10.2,,Boroondara City Council,6793.0
4,h,682000.0,2017,18.0,,Brimbank City Council,14744.0
4,h,788000.0,2017,18.0,,Melton City Council,8923.0
3,h,665000.0,2017,18.0,,Melton City Council,8923.0
4,h,1060000.0,2017,15.5,,Brimbank City Council,14744.0
4,h,735000.0,2017,15.5,,Brimbank City Council,14744.0
4,h,1692000.0,2017,15.5,,Manningham City Council,3898.0
4,h,1230000.0,2017,15.5,,Manningham City Council,3898.0
3,t,850000.0,2017,12.4,,Manningham City Council,3898.0
3,t,960000.0,2017,12.4,,Manningham City Council,3898.0
3,h,1005000.0,2017,12.4,,Manningham City Council,3898.0
4,h,562000.0,2017,15.3,,Whittlesea City Council,12423.0
3,h,620500.0,2017,15.3,,Whittlesea City Council,12423.0
1,u,315000.0,2017,15.3,,Whittlesea City Council,12423.0
3,h,735500.0,2017,15.3,,Whittlesea City Council,12423.0
2,u,594000.0,2017,7.0,,Darebin City Council,12872.0
3,u,875000.0,2017,7.0,,Darebin City Council,12872.0
4,h,1840000.0,2017,7.0,,Darebin City Council,12872.0
2,t,1200000.0,2017,4.1,,Stonnington City Council,8842.0
3,u,830000.0,2017,4.1,,Stonnington City Council,8842.0
3,u,2000000.0,2017,4.1,,Stonnington City Council,8842.0
2,u,731000.0,2017,4.1,,Stonnington City Council,8842.0
2,u,686000.0,2017,4.1,,Stonnington City Council,8842.0
3,t,1500000.0,2017,4.1,,Stonnington City Council,8842.0
2,u,616000.0,2017,8.9,,Banyule City Council,7391.0
5,h,1160000.0,2017,8.9,,Banyule City Council,7391.0
4,h,1160000.0,2017,14.7,,Knox City Council,8910.0
3,h,852000.0,2017,14.7,,Knox City Council,8910.0
3,h,1107000.0,2017,14.7,,Knox City Council,8910.0
4,h,988000.0,2017,14.7,,Knox City Council,8910.0
4,h,2200000.0,2017,21.1,,Manningham City Council,3898.0
4,h,830000.0,2017,19.9,,Maroondah City Council,6820.0
2,u,695000.0,2017,14.5,,Banyule City Council,7391.0
3,h,825000.0,2017,14.5,,Banyule City Council,7391.0
3,h,521000.0,2017,14.7,,Wyndham City Council,11962.0
3,h,615000.0,2017,14.7,,Wyndham City Council,11962.0
2,u,305000.0,2017,14.7,,Wyndham City Council,11962.0
3,h,545000.0,2017,14.7,,Wyndham City Council,11962.0
3,h,480500.0,2017,14.7,,Wyndham City Council,11962.0
3,h,478000.0,2017,14.7,,Wyndham City Council,11962.0
3,h,495000.0,2017,14.7,,Wyndham City Council,11962.0
3,h,460000.0,2017,14.7,,Wyndham City Council,11962.0
4,h,1250000.0,2017,6.4,,Maribyrnong City Council,7189.0
3,h,878000.0,2017,6.4,,Maribyrnong City Council,7189.0
3,h,952500.0,2017,6.4,,Maribyrnong City Council,7189.0
4,h,1700000.0,2017,3.1,,Melbourne City Council,27509.0
3,h,572000.0,2017,16.5,,Hume City Council,16673.0
3,h,715000.0,2017,16.5,,Hume City Council,16673.0
3,h,525000.0,2017,16.5,,Hume City Council,16673.0
3,h,1150000.0,2017,16.7,,Monash City Council,8739.0
4,h,1222000.0,2017,16.7,,Monash City Council,8739.0
4,h,591000.0,2017,17.6,,Wyndham City Council,11962.0
4,h,1600000.0,2017,6.8,,Hobsons Bay City Council,5306.0
5,h,1615000.0,2017,6.8,,Hobsons Bay City Council,5306.0
2,u,628000.0,2017,6.8,,Hobsons Bay City Council,5306.0
6,h,1560000.0,2017,6.8,,Hobsons Bay City Council,5306.0
4,h,1270000.0,2017,4.6,,Port Phillip City Council,10310.0
3,h,1820000.0,2017,4.6,,Port Phillip City Council,10310.0
1,u,300000.0,2017,4.6,,Port Phillip City Council,10310.0
1,h,376000.0,2017,25.5,,Whittlesea City Council,12423.0
3,h,516000.0,2017,27.2,,Wyndham City Council,11962.0
3,u,371000.0,2017,27.2,,Wyndham City Council,11962.0
5,h,1430000.0,2017,6.3,,Maribyrnong City Council,7189.0
3,h,1006000.0,2017,6.3,,Maribyrnong City Council,7189.0
3,h,1090000.0,2017,6.3,,Maribyrnong City Council,7189.0
3,h,1370000.0,2017,6.3,,Maribyrnong City Council,7189.0
2,h,907000.0,2017,6.3,,Maribyrnong City Council,7189.0
2,h,995000.0,2017,6.3,,Maribyrnong City Council,7189.0
4,h,1390000.0,2017,6.3,,Maribyrnong City Council,7189.0
3,h,830000.0,2017,6.3,,Maribyrnong City Council,7189.0
2,h,920000.0,2017,3.0,,Yarra City Council,11076.0
3,h,2015000.0,2017,7.5,,Moonee Valley City Council,7585.0
2,u,485000.0,2017,7.5,,Moonee Valley City Council,7585.0
3,h,786000.0,2017,10.4,,Moonee Valley City Council,7585.0
3,t,780000.0,2017,10.4,,Moonee Valley City Council,7585.0
2,h,628000.0,2017,10.4,,Moonee Valley City Council,7585.0
3,h,740000.0,2017,10.4,,Moonee Valley City Council,7585.0
3,h,1710000.0,2017,3.0,,Port Phillip City Council,10310.0
4,h,965000.0,2017,10.5,,Brimbank City Council,14744.0
2,h,746000.0,2017,10.5,,Brimbank City Council,14744.0
4,h,2720000.0,2017,5.7,,Darebin City Council,12872.0
4,h,1870000.0,2017,5.7,,Darebin City Council,12872.0
4,h,1965000.0,2017,5.7,,Darebin City Council,12872.0
4,h,1650000.0,2017,11.0,,Hobsons Bay City Council,5306.0
4,h,7000000.0,2017,6.3,,Stonnington City Council,8842.0
3,h,1851000.0,2017,6.3,,Stonnington City Council,8842.0
4,h,3000000.0,2017,6.3,,Stonnington City Council,8842.0
2,u,450000.0,2017,4.3,,Moonee Valley City Council,7585.0
2,t,815000.0,2017,10.2,,Boroondara City Council,6793.0
3,h,1450000.0,2017,10.2,,Monash City Council,8739.0
4,h,1260000.0,2017,21.5,,Kingston City Council,8377.0
4,h,1210000.0,2017,21.5,,Kingston City Council,8377.0
4,h,1125000.0,2017,21.5,,Kingston City Council,8377.0
1,u,437000.0,2017,21.5,,Kingston City Council,8377.0
4,h,1175000.0,2017,16.5,,Hume City Council,16673.0
5,h,1375000.0,2017,9.5,,Moonee Valley City Council,7585.0
3,h,860000.0,2017,9.5,,Moonee Valley City Council,7585.0
3,h,800000.0,2017,9.5,,Moonee Valley City Council,7585.0
3,h,820000.0,2017,9.5,,Moonee Valley City Council,7585.0
5,h,1330000.0,2017,9.5,,Moonee Valley City Council,7585.0
4,h,1000000.0,2017,9.5,,Moonee Valley City Council,7585.0
1,u,540000.0,2017,6.4,,Port Phillip City Council,10310.0
3,u,1280000.0,2017,7.9,,Boroondara City Council,6793.0
4,h,1760000.0,2017,7.9,,Boroondara City Council,6793.0
4,h,1950000.0,2017,7.9,,Boroondara City Council,6793.0
2,h,1500000.0,2017,9.7,,Boroondara City Council,6793.0
4,h,1590000.0,2017,9.7,,Boroondara City Council,6793.0
3,h,1550000.0,2017,9.7,,Boroondara City Council,6793.0
4,h,2200000.0,2017,9.7,,Boroondara City Council,6793.0
3,u,1350000.0,2017,9.7,,Boroondara City Council,6793.0
5,h,2600000.0,2017,9.7,,Boroondara City Council,6793.0
4,h,1730000.0,2017,9.7,,Boroondara City Council,6793.0
3,t,1038000.0,2017,9.7,,Boroondara City Council,6793.0
2,u,590000.0,2017,23.2,,Knox City Council,8910.0
4,h,860000.0,2017,23.2,,Knox City Council,8910.0
4,h,735000.0,2017,23.2,,Maroondah City Council,6820.0
3,h,1815000.0,2017,17.3,,Bayside City Council,4052.0
4,h,1815000.0,2017,17.3,,Bayside City Council,4052.0
2,h,975500.0,2017,17.3,,Bayside City Council,4052.0
4,h,1515000.0,2017,17.3,,Bayside City Council,4052.0
4,h,1950000.0,2017,17.3,,Bayside City Council,4052.0
4,h,1730000.0,2017,17.3,,Bayside City Council,4052.0
2,h,1587500.0,2017,11.4,,Glen Eira City Council,5707.0
2,u,665000.0,2017,11.4,,Glen Eira City Council,5707.0
3,h,1215000.0,2017,13.8,,Glen Eira City Council,5707.0
2,u,510000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1230000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1530000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1620000.0,2017,13.8,,Glen Eira City Council,5707.0
4,t,1315000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1100000.0,2017,13.8,,Glen Eira City Council,5707.0
4,h,1435000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,890000.0,2017,13.8,,Glen Eira City Council,5707.0
3,u,1210000.0,2017,13.8,,Glen Eira City Council,5707.0
3,t,1200000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1245000.0,2017,13.8,,Glen Eira City Council,5707.0
3,h,1050000.0,2017,13.8,,Glen Eira City Council,5707.0
3,t,1060000.0,2017,13.8,,Glen Eira City Council,5707.0
4,h,1750000.0,2017,17.3,,Bayside City Council,4052.0
3,t,1180000.0,2017,13.4,,Whitehorse City Council,6419.0
3,h,1300000.0,2017,13.4,,Whitehorse City Council,6419.0
3,h,1230000.0,2017,13.4,,Whitehorse City Council,6419.0
4,h,1370000.0,2017,13.4,,Whitehorse City Council,6419.0
4,h,1150000.0,2017,13.4,,Whitehorse City Council,6419.0
4,h,1850000.0,2017,27.0,,Kingston City Council,8377.0
3,h,666000.0,2017,25.0,,Knox City Council,8910.0
3,h,805000.0,2017,25.0,,Knox City Council,8910.0
4,h,940000.0,2017,25.0,,Knox City Council,8910.0
3,h,1700600.0,2017,10.9,,Whitehorse City Council,6419.0
3,h,1285000.0,2017,10.9,,Whitehorse City Council,6419.0
5,h,1036000.0,2017,8.6,,Maribyrnong City Council,7189.0
4,h,1092000.0,2017,16.1,,Banyule City Council,7391.0
4,t,1120000.0,2017,16.1,,Banyule City Council,7391.0
3,u,715000.0,2017,16.1,,Banyule City Council,7391.0
4,h,3780000.0,2017,10.5,,Bayside City Council,4052.0
3,h,2340000.0,2017,10.5,,Bayside City Council,4052.0
4,h,2000000.0,2017,10.3,,Bayside City Council,4052.0
3,h,1700000.0,2017,10.3,,Bayside City Council,4052.0
4,t,1775000.0,2017,10.3,,Bayside City Council,4052.0
5,h,680000.0,2017,14.0,,Hume City Council,16673.0
3,u,567500.0,2017,14.0,,Hume City Council,16673.0
3,h,380000.0,2017,14.0,,Hume City Council,16673.0
3,u,423000.0,2017,14.0,,Hume City Council,16673.0
4,h,580000.0,2017,14.0,,Hume City Council,16673.0
3,h,555000.0,2017,29.8,,Melton City Council,8923.0
2,h,991000.0,2017,5.2,,Merri-bek City Council,11641.0
4,h,1700000.0,2017,5.2,,Merri-bek City Council,11641.0
3,t,865000.0,2017,5.2,,Merri-bek City Council,11641.0
2,t,849000.0,2017,5.2,,Merri-bek City Council,11641.0
4,h,1300000.0,2017,5.2,,Merri-bek City Council,11641.0
2,h,602000.0,2017,5.2,,Merri-bek City Council,11641.0
3,h,1385000.0,2017,5.2,,Merri-bek City Council,11641.0
3,h,1335000.0,2017,5.2,,Merri-bek City Council,11641.0
2,t,720000.0,2017,4.0,,Merri-bek City Council,11641.0
3,h,1385000.0,2017,5.2,,Merri-bek City Council,11641.0
3,h,1100000.0,2017,5.2,,Merri-bek City Council,11641.0
4,t,1350000.0,2017,10.8,,Manningham City Council,3898.0
4,h,2285000.0,2017,10.8,,Manningham City Council,3898.0
4,h,1680000.0,2017,10.8,,Manningham City Council,3898.0
4,h,1245000.0,2017,10.8,,Manningham City Council,3898.0
3,h,822000.0,2017,12.1,,Banyule City Council,7391.0
2,u,521000.0,2017,12.1,,Banyule City Council,7391.0
3,h,700000.0,2017,12.1,,Banyule City Council,7391.0
3,h,1290000.0,2017,2.4,,Yarra City Council,11076.0
3,h,475000.0,2017,14.8,,Melton City Council,8923.0
4,h,890000.0,2017,10.4,,Monash City Council,8739.0
3,t,891000.0,2017,10.4,,Monash City Council,8739.0
3,h,1712000.0,2017,10.4,,Monash City Council,8739.0
3,h,1053000.0,2017,14.7,,Whitehorse City Council,6419.0
2,u,701000.0,2017,14.7,,Whitehorse City Council,6419.0
3,h,1160000.0,2017,14.7,,Whitehorse City Council,6419.0
5,h,800000.0,2017,14.8,,Brimbank City Council,14744.0
4,h,740000.0,2017,14.8,,Brimbank City Council,14744.0
4,h,771200.0,2017,14.8,,Brimbank City Council,14744.0
3,h,1800000.0,2017,7.7,,Boroondara City Council,6793.0
5,h,2900000.0,2017,7.7,,Boroondara City Council,6793.0
4,h,410000.0,2017,7.7,,Boroondara City Council,6793.0
2,u,745000.0,2017,7.7,,Boroondara City Council,6793.0
4,h,2300000.0,2017,7.7,,Boroondara City Council,6793.0
3,h,1580000.0,2017,7.7,,Boroondara City Council,6793.0
2,u,653000.0,2017,7.7,,Boroondara City Council,6793.0
3,h,570000.0,2017,16.6,,Hume City Council,16673.0
4,h,3600000.0,2017,8.4,,Boroondara City Council,6793.0
3,h,4508000.0,2017,8.4,,Boroondara City Council,6793.0
4,h,2400000.0,2017,8.4,,Boroondara City Council,6793.0
2,u,1374500.0,2017,8.4,,Boroondara City Council,6793.0
4,h,5460000.0,2017,1.6,,Melbourne City Council,27509.0
3,t,1350000.0,2017,1.6,,Melbourne City Council,27509.0
3,h,2700000.0,2017,3.5,,Melbourne City Council,27509.0
3,h,1670000.0,2017,3.5,,Melbourne City Council,27509.0
2,u,560000.0,2017,10.1,,Glen Eira City Council,5707.0
3,t,730000.0,2017,10.1,,Glen Eira City Council,5707.0
4,h,740000.0,2017,14.8,,Melton City Council,8923.0
4,h,675000.0,2017,14.8,,Melton City Council,8923.0
4,h,700000.0,2017,14.8,,Melton City Council,8923.0
3,h,499000.0,2017,14.8,,Melton City Council,8923.0
3,h,580000.0,2017,34.9,,Frankston City Council,12058.0
1,u,348000.0,2017,8.7,,Glen Eira City Council,5707.0
2,u,620000.0,2017,8.7,,Glen Eira City Council,5707.0
3,h,1450000.0,2017,8.7,,Glen Eira City Council,5707.0
4,h,1221000.0,2017,11.7,,Monash City Council,8739.0
4,h,1472000.0,2017,11.7,,Monash City Council,8739.0
3,h,1080000.0,2017,11.7,,Monash City Council,8739.0
3,t,660000.0,2017,27.0,,Kingston City Council,8377.0
3,h,958000.0,2017,27.0,,Kingston City Council,8377.0
2,u,740000.0,2017,17.9,,Bayside City Council,4052.0
3,u,755000.0,2017,17.9,,Bayside City Council,4052.0
4,h,990000.0,2017,17.9,,Bayside City Council,4052.0
4,h,1295000.0,2017,17.9,,Bayside City Council,4052.0
4,h,750000.0,2017,27.1,,Yarra Ranges Shire Council,
3,h,1050000.0,2017,16.7,,Monash City Council,8739.0
4,h,1445000.0,2017,16.7,,Monash City Council,8739.0
3,u,736000.0,2017,16.7,,Monash City Council,8739.0
3,u,890000.0,2017,16.7,,Monash City Council,8739.0
3,h,870000.0,2017,3.6,,Yarra City Council,11076.0
3,h,830000.0,2017,6.7,,Darebin City Council,12872.0
3,h,1240000.0,2017,6.7,,Darebin City Council,12872.0
3,h,1170000.0,2017,6.7,,Darebin City Council,12872.0
3,t,621000.0,2017,6.7,,Darebin City Council,12872.0
2,h,870000.0,2017,6.7,,Darebin City Council,12872.0
3,h,1100000.0,2017,6.7,,Darebin City Council,12872.0
2,u,460000.0,2017,6.7,,Darebin City Council,12872.0
3,h,1155000.0,2017,6.7,,Darebin City Council,12872.0
3,t,672500.0,2017,6.7,,Darebin City Council,12872.0
3,h,750000.0,2017,6.7,,Darebin City Council,12872.0
3,h,800000.0,2017,6.7,,Darebin City Council,12872.0
2,u,888500.0,2017,2.0,,Yarra City Council,11076.0
3,h,525000.0,2017,20.6,,Hume City Council,16673.0
3,h,480000.0,2017,20.6,,Hume City Council,16673.0
3,h,482000.0,2017,20.6,,Hume City Council,16673.0
4,h,652000.0,2017,20.6,,Hume City Council,16673.0
3,h,455000.0,2017,34.7,,Casey City Council,17526.0
3,h,1315000.0,2017,2.4,,Yarra City Council,11076.0
2,h,1265500.0,2017,2.4,,Yarra City Council,11076.0
3,h,682000.0,2017,23.0,,Maroondah City Council,6820.0
3,h,740000.0,2017,23.0,,Maroondah City Council,6820.0
4,h,965000.0,2017,23.0,,Maroondah City Council,6820.0
3,h,800000.0,2017,23.0,,Maroondah City Council,6820.0
2,h,581000.0,2017,23.0,,Maroondah City Council,6820.0
4,h,1010000.0,2017,23.0,,Maroondah City Council,6820.0
3,h,485000.0,2017,14.0,,Hume City Council,16673.0
3,h,475000.0,2017,14.0,,Hume City Council,16673.0
2,u,334000.0,2017,24.7,,Greater Dandenong City Council,15109.0
2,u,460000.0,2017,24.7,,Greater Dandenong City Council,15109.0
3,h,668400.0,2017,24.7,,Greater Dandenong City Council,15109.0
3,h,741000.0,2017,24.7,,Greater Dandenong City Council,15109.0
4,h,718000.0,2017,24.7,,Greater Dandenong City Council,15109.0
3,h,380000.0,2017,37.5,,Moorabool Shire Council,
4,h,620000.0,2017,14.8,,Brimbank City Council,14744.0
4,h,500000.0,2017,14.8,,Brimbank City Council,14744.0
4,h,610000.0,2017,14.8,,Brimbank City Council,14744.0
5,h,760000.0,2017,14.7,,Brimbank City Council,14744.0
4,h,860000.0,2017,14.7,,Brimbank City Council,14744.0
3,h,840000.0,2017,21.8,,Nillumbik Shire Council,
2,h,706000.0,2017,22.2,,Kingston City Council,8377.0
4,h,1870000.0,2017,12.4,,Manningham City Council,3898.0
4,h,1358000.0,2017,12.4,,Manningham City Council,3898.0
3,h,1290000.0,2017,12.4,,Manningham City Council,3898.0
4,h,2113500.0,2017,12.4,,Manningham City Council,3898.0
2,u,750000.0,2017,12.4,,Manningham City Council,3898.0
3,u,786000.0,2017,12.4,,Manningham City Council,3898.0
4,h,1400000.0,2017,12.4,,Manningham City Council,3898.0
4,h,1150000.0,2017,12.4,,Manningham City Council,3898.0
3,t,940000.0,2017,14.3,,Manningham City Council,3898.0
4,h,1310000.0,2017,14.3,,Manningham City Council,3898.0
2,h,660000.0,2017,14.3,,Manningham City Council,3898.0
4,h,1563000.0,2017,14.3,,Manningham City Council,3898.0
3,u,950000.0,2017,14.3,,Manningham City Council,3898.0
4,h,1400000.0,2017,14.3,,Manningham City Council,3898.0
5,h,1500000.0,2017,16.1,,Manningham City Council,3898.0
3,t,900000.0,2017,27.0,,Kingston City Council,8377.0
3,h,835000.0,2017,27.0,,Kingston City Council,8377.0
3,t,782000.0,2017,27.0,,Kingston City Council,8377.0
3,h,2140000.0,2017,7.2,650.0,Glen Eira City Council,5707.0
3,u,631000.0,2017,7.2,,Glen Eira City Council,5707.0
2,u,595000.0,2017,7.2,,Glen Eira City Council,5707.0
2,u,834000.0,2017,7.2,,Glen Eira City Council,5707.0
5,h,915000.0,2017,18.0,967.0,Banyule City Council,7391.0
4,h,985000.0,2017,18.0,870.0,Banyule City Council,7391.0
4,h,1525000.0,2017,18.0,,Banyule City Council,7391.0
5,h,955000.0,2017,18.0,1082.0,Banyule City Council,7391.0
5,h,1500000.0,2017,18.0,842.0,Banyule City Council,7391.0
4,h,930000.0,2017,18.0,,Banyule City Council,7391.0
5,h,2925000.0,2017,7.2,,Port Phillip City Council,10310.0
3,u,912000.0,2017,7.2,,Port Phillip City Council,10310.0
4,h,910000.0,2017,28.5,,Casey City Council,17526.0
4,h,616000.0,2017,28.5,612.0,Casey City Council,17526.0
4,h,600000.0,2017,19.6,534.0,Whittlesea City Council,12423.0
3,h,480200.0,2017,19.6,209.0,Whittlesea City Council,12423.0
3,h,610000.0,2017,19.6,,Whittlesea City Council,12423.0
4,h,865000.0,2017,19.6,,Whittlesea City Council,12423.0
3,h,606000.0,2017,19.6,592.0,Whittlesea City Council,12423.0
2,u,525000.0,2017,7.5,,Moonee Valley City Council,7585.0
4,t,1731000.0,2017,7.5,465.0,Moonee Valley City Council,7585.0
3,u,906500.0,2017,7.5,,Moonee Valley City Council,7585.0
4,h,1910000.0,2017,7.5,506.0,Moonee Valley City Council,7585.0
3,t,1450000.0,2017,7.5,,Moonee Valley City Council,7585.0
2,u,500000.0,2017,7.5,,Moonee Valley City Council,7585.0
4,h,2000000.0,2017,7.5,,Moonee Valley City Council,7585.0
5,h,1890000.0,2017,7.5,,Moonee Valley City Council,7585.0
2,u,422000.0,2017,8.2,,Moonee Valley City Council,7585.0
2,u,390000.0,2017,8.2,,Moonee Valley City Council,7585.0
1,u,238000.0,2017,8.2,,Moonee Valley City Council,7585.0
4,h,700000.0,2017,29.8,,Melton City Council,8923.0
3,h,600000.0,2017,13.1,589.0,Hume City Council,16673.0
3,h,971000.0,2017,13.1,589.0,Hume City Council,16673.0
4,h,642000.0,2017,13.1,685.0,Hume City Council,16673.0
2,h,812000.0,2017,13.1,742.0,Hume City Council,16673.0
4,h,750000.0,2017,24.8,,Knox City Council,8910.0
3,h,690000.0,2017,24.8,,Knox City Council,8910.0
3,h,1300000.0,2017,2.1,,Yarra City Council,11076.0
3,h,1450000.0,2017,3.6,,Merri-bek City Council,11641.0
4,h,1520000.0,2017,3.4,309.0,Melbourne City Council,27509.0
3,t,740000.0,2017,3.4,,Melbourne City Council,27509.0
1,u,300000.0,2017,3.4,,Melbourne City Council,27509.0
2,h,905000.0,2017,3.4,,Melbourne City Council,27509.0
3,h,1400000.0,2017,3.4,604.0,Melbourne City Council,27509.0
