,Distance,Car,Rooms,Propertycount,Yearly Incidents Recorded
7258,10.1,1.0,4,7822.0,5707
7259,17.9,2.0,4,9758.0,4052
7260,17.9,1.0,3,9758.0,4052
7261,17.9,2.0,3,9758.0,4052
7262,16.7,2.0,3,5837.0,8739
7263,16.7,1.0,3,5837.0,8739
7264,3.6,2.0,4,2954.0,11076
7265,6.7,1.0,4,11204.0,12872
7266,6.7,1.0,4,11204.0,12872
7267,6.7,2.0,3,11204.0,12872
7268,6.7,2.0,5,3445.0,12872
7269,20.6,2.0,4,15510.0,16673
7270,20.6,1.0,3,15510.0,16673
7271,20.6,2.0,4,15510.0,16673
7272,20.6,2.0,4,15510.0,16673
7273,34.7,3.0,4,7680.0,17526
7274,23.0,2.0,3,11925.0,6820
7275,23.0,2.0,4,11925.0,6820
7276,23.0,2.0,4,11925.0,6820
7277,14.0,3.0,5,2246.0,16673
7278,14.0,2.0,3,2246.0,16673
7279,24.7,2.0,5,8322.0,15109
7280,24.7,2.0,3,8322.0,15109
7281,14.8,2.0,3,6388.0,14744
7282,22.2,2.0,5,3940.0,8377
7283,14.3,1.0,3,10999.0,3898
7284,14.3,1.0,4,10999.0,3898
7285,14.3,2.0,4,10999.0,3898
7286,19.6,1.0,3,10926.0,12423
7287,19.6,2.0,4,10926.0,12423
7288,19.6,1.0,3,10926.0,12423
7289,7.5,2.0,4,9264.0,7585
7290,8.2,2.0,2,1308.0,7585
7291,5.7,1.0,4,2970.0,12872
7292,13.1,3.0,4,5070.0,16673
7293,3.4,1.0,3,3593.0,27509
7294,38.0,1.0,4,17055.0,12058
7295,38.0,2.0,3,17055.0,12058
7296,38.0,2.0,4,17055.0,12058
7297,38.0,1.0,3,17055.0,12058
7298,12.9,2.0,4,3285.0,16673
7299,12.9,2.0,3,3285.0,16673
7300,7.3,2.0,4,10412.0,6793
7301,16.7,0.0,4,15321.0,8739
7302,16.7,1.0,4,15321.0,8739
7303,11.2,4.0,3,8870.0,11641
7304,12.9,0.0,1,1071.0,11641
7305,12.9,2.0,4,1071.0,11641
7306,16.1,1.0,4,8524.0,7391
7307,16.1,2.0,3,8524.0,7391
7308,20.4,2.0,4,4864.0,16673
7309,20.4,2.0,6,4864.0,16673
7310,11.2,2.0,5,2606.0,11641
7311,11.2,2.0,2,2606.0,11641
7312,13.8,2.0,4,5454.0,4052
7313,5.3,2.0,1,11308.0,6793
7314,5.3,1.0,4,11308.0,6793
7315,6.2,2.0,3,6482.0,6793
7316,6.2,2.0,3,6482.0,6793
7317,21.3,2.0,4,3794.0,6820
7318,8.8,1.0,2,2947.0,7391
7319,16.0,1.0,2,4794.0,4052
7320,16.0,2.0,5,4794.0,4052
7321,16.0,1.0,3,4794.0,4052
7322,18.0,2.0,4,5556.0,14744
7323,18.0,4.0,4,5556.0,14744
7324,18.4,3.0,3,13830.0,11962
7325,18.4,2.0,3,13830.0,11962
7326,18.4,2.0,3,13830.0,11962
7327,14.0,2.0,4,851.0,16673
7328,14.5,2.0,4,2339.0,14744
7329,15.5,5.0,4,3656.0,14744
7330,5.4,1.0,3,10331.0,6793
7331,7.3,2.0,5,2671.0,6793
7332,6.4,0.0,3,1808.0,7189
7333,6.4,1.0,3,1808.0,7189
7334,8.4,2.0,4,8801.0,8842
7335,8.4,2.0,5,8801.0,8842
7336,4.3,3.0,4,4918.0,7189
7337,29.8,1.0,3,4718.0,8923
7338,25.9,2.0,4,5812.0,12423
7339,25.9,2.0,4,5812.0,12423
7340,17.9,2.0,3,10529.0,12423
7341,17.9,1.0,5,10529.0,12423
7342,17.9,2.0,4,10529.0,12423
7343,17.9,2.0,3,10529.0,12423
7344,17.9,2.0,4,10529.0,12423
7345,17.9,1.0,4,10529.0,12423
7346,17.2,1.0,3,6871.0,6419
7347,17.2,2.0,5,6871.0,6419
7348,16.2,2.0,4,3891.0,7391
7349,6.2,2.0,3,6232.0,7585
7350,14.3,2.0,3,2555.0,8377
7351,26.5,2.0,3,8280.0,6260
7352,21.5,2.0,4,3650.0,8377
7353,10.1,2.0,3,4442.0,5707
7354,6.2,2.0,3,5498.0,5306
7355,22.7,1.0,3,11806.0,15109
7356,21.1,2.0,2,1058.0,2151
7357,5.3,1.0,3,11364.0,12872
7358,5.3,2.0,4,11364.0,12872
7359,5.3,2.0,4,11364.0,12872
7360,15.4,2.0,3,4973.0,3898
7361,15.5,1.0,4,3692.0,8377
7362,47.3,2.0,5,17384.0,5137
7363,21.5,1.0,4,5087.0,8377
7364,21.5,2.0,3,5087.0,8377
7365,14.7,2.0,4,15542.0,11962
7366,3.5,2.0,3,8648.0,27509
7367,4.6,1.0,3,7717.0,8842
7368,8.4,1.0,3,14577.0,12872
7369,8.4,2.0,4,14577.0,12872
7370,8.4,2.0,2,14577.0,12872
7371,3.5,0.0,2,1008.0,11076
7372,8.9,3.0,3,3540.0,7391
7373,20.6,2.0,3,5833.0,16673
7374,20.6,0.0,4,5833.0,16673
7375,20.5,2.0,3,7969.0,12423
7376,20.5,2.0,3,7969.0,12423
7377,2.7,2.0,2,14887.0,27509
7378,2.7,0.0,3,14887.0,27509
7379,20.8,2.0,3,7412.0,15109
7380,14.0,0.0,3,14042.0,14744
7381,14.0,2.0,3,14042.0,14744
7382,8.2,2.0,4,3284.0,7585
7383,8.2,2.0,4,3284.0,7585
7384,31.7,3.0,3,14092.0,16673
7385,31.7,2.0,4,14092.0,16673
7386,31.7,1.0,3,14092.0,16673
7387,10.5,3.0,4,3755.0,14744
7388,10.2,4.0,5,5457.0,6793
7389,10.2,4.0,5,5457.0,6793
7390,10.2,7.0,4,5457.0,6793
7391,18.0,2.0,3,4242.0,8923
7392,18.0,4.0,4,4242.0,8923
7393,15.5,2.0,4,6202.0,3898
7394,12.4,2.0,4,5420.0,3898
7395,12.4,2.0,3,5420.0,3898
7396,12.4,2.0,6,5420.0,3898
7397,7.0,3.0,2,8870.0,12872
7398,17.2,4.0,4,4181.0,6820
7399,44.2,4.0,3,3988.0,3100
7400,14.7,1.0,3,16166.0,11962
7401,6.4,3.0,3,5058.0,7189
7402,3.1,1.0,4,2230.0,27509
7403,16.5,2.0,3,2474.0,16673
7404,17.6,2.0,4,1999.0,11962
7405,6.8,2.0,3,6380.0,5306
7406,25.5,2.0,4,2940.0,12423
7407,6.3,1.0,3,6543.0,7189
7408,6.3,2.0,3,6543.0,7189
7409,14.8,2.0,3,7719.0,8923
7410,25.2,1.0,3,8459.0,15109
7411,6.4,1.0,2,3873.0,7189
7412,22.7,6.0,3,11806.0,15109
7413,16.5,6.0,4,2474.0,16673
7414,23.2,2.0,3,5030.0,8910
7415,35.2,2.0,4,17093.0,17526
7416,27.0,1.0,2,2076.0,8377
7417,17.5,2.0,3,4734.0,8377
7418,17.5,1.0,3,4734.0,8377
7419,20.6,2.0,3,15510.0,16673
7420,20.6,1.0,4,15510.0,16673
7421,23.0,2.0,3,1863.0,6820
7422,12.4,3.0,5,9028.0,3898
7423,38.0,4.0,5,17055.0,12058
7424,20.4,2.0,5,4864.0,16673
7425,29.8,6.0,3,4718.0,8923
7426,29.8,4.0,3,4718.0,8923
7427,29.8,3.0,3,4718.0,8923
7428,6.2,1.0,3,6232.0,7585
7429,6.2,2.0,3,6232.0,7585
7430,21.5,2.0,3,3650.0,8377
7431,14.2,1.0,1,13366.0,8739
7432,5.3,1.0,3,11364.0,12872
7433,1.8,1.0,3,2309.0,27509
7434,14.7,2.0,4,15542.0,11962
7435,23.5,2.0,4,11667.0,8910
7436,18.4,2.0,4,5811.0,8923
7437,44.2,2.0,3,3988.0,3100
7438,21.1,2.0,5,2003.0,3898
7439,27.2,2.0,3,5262.0,11962
7440,7.5,1.0,3,1543.0,7585
7441,14.0,2.0,4,1899.0,14744
7442,3.0,2.0,6,3280.0,10310
7443,9.4,3.0,3,5132.0,5306
7444,4.3,2.0,2,6567.0,7585
7445,9.5,2.0,3,4502.0,7585
7446,9.5,2.0,3,4502.0,7585
7447,9.7,7.0,4,7809.0,6793
7448,17.3,2.0,4,5366.0,4052
7449,17.3,2.0,6,5366.0,4052
7450,17.3,2.0,6,5366.0,4052
7451,13.8,1.0,3,10969.0,5707
7452,13.8,1.0,3,10969.0,5707
7453,13.4,3.0,4,5713.0,6419
7454,27.0,2.0,4,2887.0,8377
7455,10.9,2.0,4,4605.0,6419
7456,10.5,2.0,5,10579.0,4052
7457,14.0,2.0,4,4294.0,16673
7458,4.0,0.0,2,5533.0,11641
7459,5.2,2.0,3,7082.0,11641
7460,12.1,2.0,4,10175.0,7391
7461,14.8,2.0,4,1607.0,8923
7462,14.8,2.0,3,1607.0,8923
7463,14.8,2.0,4,1686.0,8923
7464,3.5,1.0,3,3106.0,27509
7465,31.2,2.0,3,1989.0,8377
7466,27.0,2.0,4,2076.0,8377
7467,17.5,2.0,3,2727.0,8377
7468,6.7,2.0,3,11204.0,12872
7469,20.6,2.0,4,15510.0,16673
7470,20.6,2.0,3,15510.0,16673
7471,23.0,2.0,3,2985.0,6820
7472,14.0,3.0,3,2246.0,16673
7473,24.7,2.0,4,10894.0,15109
7474,24.7,2.0,3,8322.0,15109
7475,18.0,2.0,3,2898.0,14744
7476,27.7,2.0,4,1184.0,16673
7477,12.4,3.0,5,9028.0,3898
7478,12.4,2.0,4,9028.0,3898
7479,14.3,2.0,4,10999.0,3898
7480,14.3,2.0,4,10999.0,3898
7481,16.1,2.0,4,4790.0,3898
7482,25.9,2.0,3,7254.0,2151
7483,18.0,1.0,3,6990.0,7391
7484,24.8,2.0,4,10788.0,8910
7485,2.1,2.0,5,5825.0,11076
7486,15.4,0.0,4,4385.0,6419
7487,16.7,2.0,5,15321.0,8739
7488,16.7,2.0,3,15321.0,8739
7489,13.8,2.0,4,2356.0,4052
7490,18.4,4.0,4,13830.0,11962
7491,18.4,3.0,3,13830.0,11962
7492,12.3,4.0,3,3145.0,8739
7493,7.8,2.0,3,5549.0,7391
7494,7.8,1.0,4,5549.0,7391
7495,11.7,2.0,4,5629.0,14744
7496,11.7,2.0,3,5629.0,14744
7497,5.4,2.0,4,10331.0,6793
7498,26.0,4.0,4,4654.0,6820
7499,6.4,1.0,3,3873.0,7189
7500,31.7,3.0,12,3600.0,8923
7501,29.8,1.0,3,4718.0,8923
7502,31.7,1.0,4,6065.0,8923
7503,20.0,2.0,3,6162.0,8377
7504,25.9,2.0,4,5812.0,12423
7505,17.9,1.0,3,10529.0,12423
7506,17.9,3.0,4,10529.0,12423
7507,14.2,2.0,5,13366.0,8739
7508,18.8,2.0,4,7113.0,8739
7509,10.1,1.0,3,4442.0,5707
7510,6.2,2.0,4,5498.0,5306
7511,11.2,4.0,5,2651.0,11641
7512,12.3,2.0,3,2547.0,8739
7513,15.5,2.0,4,3692.0,8377
7514,14.7,2.0,3,15542.0,11962
7515,3.5,1.0,4,8648.0,27509
7516,4.6,0.0,2,7717.0,8842
7517,12.0,1.0,3,21650.0,12872
7518,12.0,2.0,3,21650.0,12872
7519,12.0,3.0,3,21650.0,12872
7520,2.4,0.0,3,14949.0,11076
7521,20.6,1.0,3,5833.0,16673
7522,20.6,2.0,4,5833.0,16673
7523,20.6,2.0,4,5833.0,16673
7524,15.5,2.0,4,1793.0,5306
7525,20.5,4.0,3,7969.0,12423
7526,2.7,1.0,3,14887.0,27509
7527,2.7,2.0,3,14887.0,27509
7528,14.0,2.0,3,14042.0,14744
7529,5.0,1.0,3,13240.0,10310
7530,8.2,3.0,3,3284.0,7585
7531,31.7,1.0,3,14092.0,16673
7532,31.7,6.0,4,14092.0,16673
7533,10.5,4.0,3,6763.0,14744
7534,10.5,2.0,4,6763.0,14744
7535,10.2,2.0,5,5457.0,6793
7536,18.0,2.0,4,4242.0,8923
7537,12.4,2.0,3,5420.0,3898
7538,12.4,3.0,5,5420.0,3898
7539,15.3,2.0,3,7955.0,12423
7540,7.0,6.0,3,8870.0,12872
7541,7.0,1.0,2,8870.0,12872
7542,12.9,2.0,3,3296.0,14744
7543,17.2,2.0,4,4280.0,6419
7544,14.7,2.0,5,7082.0,8910
7545,14.7,2.0,3,7082.0,8910
7546,14.7,2.0,4,16166.0,11962
7547,14.7,2.0,3,16166.0,11962
7548,14.7,1.0,2,16166.0,11962
7549,16.5,2.0,4,2474.0,16673
7550,17.6,2.0,4,1999.0,11962
7551,6.8,2.0,3,6380.0,5306
7552,25.5,2.0,4,2940.0,12423
7553,12.7,2.0,5,1369.0,7391
7554,12.7,1.0,3,1369.0,7391
7555,6.3,2.0,4,6543.0,7189
7556,7.5,2.0,5,1543.0,7585
7557,15.5,1.0,3,7630.0,5306
7558,4.3,2.0,5,6567.0,7585
7559,4.3,1.0,3,6567.0,7585
7560,9.5,1.0,4,4502.0,7585
7561,9.7,4.0,5,7809.0,6793
7562,13.8,2.0,4,10969.0,5707
7563,34.7,2.0,4,1240.0,17526
7564,10.5,4.0,5,10579.0,4052
7565,10.3,2.0,3,6938.0,4052
7566,10.3,2.0,4,6938.0,4052
7567,5.2,1.0,4,11918.0,11641
7568,4.0,2.0,5,5533.0,11641
7569,4.0,2.0,4,5533.0,11641
7570,5.2,1.0,2,7082.0,11641
7571,10.8,3.0,4,4480.0,3898
7572,12.1,2.0,3,10175.0,7391
7573,10.4,3.0,3,5678.0,8739
7574,14.7,2.0,3,4048.0,6419
7575,7.7,3.0,5,8920.0,6793
7576,8.4,3.0,5,3265.0,6793
7577,31.2,3.0,4,1989.0,8377
7578,34.9,1.0,3,8060.0,12058
7579,11.7,1.0,4,3582.0,8739
7580,17.9,3.0,5,9758.0,4052
7581,6.7,2.0,3,11204.0,12872
7582,6.7,1.0,3,11204.0,12872
7583,2.0,1.0,3,4553.0,11076
7584,20.6,2.0,3,15510.0,16673
7585,20.6,1.0,3,15510.0,16673
7586,20.6,2.0,4,15510.0,16673
7587,20.6,2.0,4,15510.0,16673
7588,20.6,1.0,3,15510.0,16673
7589,20.6,3.0,3,15510.0,16673
7590,14.0,1.0,3,2246.0,16673
7591,14.0,1.0,3,2246.0,16673
7592,14.3,2.0,3,10999.0,3898
7593,16.1,2.0,5,4790.0,3898
7594,25.9,2.0,4,7254.0,2151
7595,7.2,2.0,5,8989.0,10310
7596,7.5,2.0,3,9264.0,7585
7597,7.5,3.0,4,9264.0,7585
7598,7.5,5.0,6,9264.0,7585
7599,8.2,2.0,3,1308.0,7585
7600,13.1,4.0,3,5070.0,16673
7601,13.1,1.0,3,5070.0,16673
7602,24.8,3.0,3,10788.0,8910
7603,24.8,5.0,4,10788.0,8910
7604,2.1,0.0,3,5825.0,11076
7605,3.6,0.0,2,6244.0,11641
7606,3.4,1.0,2,3593.0,27509
7607,5.1,4.0,4,7570.0,7189
7608,36.9,2.0,4,2500.0,12058
7609,12.9,4.0,3,3285.0,16673
7610,7.3,2.0,5,10412.0,6793
7611,7.3,4.0,3,10412.0,6793
7612,7.3,2.0,4,10412.0,6793
7613,16.7,1.0,3,15321.0,8739
7614,16.7,2.0,5,15321.0,8739
7615,16.1,2.0,3,8524.0,7391
7616,20.4,2.0,3,4864.0,16673
7617,20.4,2.0,5,4864.0,16673
7618,13.8,4.0,5,5454.0,4052
7619,21.3,2.0,5,3794.0,6820
7620,8.8,2.0,3,2947.0,7391
7621,8.8,0.0,4,2674.0,7391
7622,18.0,2.0,5,5556.0,14744
7623,18.4,2.0,4,13830.0,11962
7624,11.7,6.0,4,5629.0,14744
7625,3.4,1.0,4,5263.0,27509
7626,5.4,3.0,4,10331.0,6793
7627,5.4,2.0,3,10331.0,6793
7628,16.3,2.0,5,8279.0,12423
7629,4.3,2.0,5,4918.0,7189
7630,20.0,2.0,4,6162.0,8377
7631,7.2,2.0,3,4898.0,5707
7632,18.0,2.0,4,6990.0,7391
7633,18.0,2.0,5,6990.0,7391
7634,18.0,2.0,5,6990.0,7391
7635,19.6,1.0,3,10926.0,12423
7636,19.6,2.0,3,10926.0,12423
7637,7.5,2.0,4,9264.0,7585
7638,13.1,2.0,3,5070.0,16673
7639,13.1,1.0,4,5070.0,16673
7640,36.9,3.0,3,2500.0,12058
7641,45.9,8.0,4,290.0,1637
7642,16.7,2.0,5,15321.0,8739
7643,11.2,2.0,3,8870.0,11641
7644,11.2,3.0,3,8870.0,11641
7645,11.2,3.0,5,8870.0,11641
7646,16.1,4.0,3,8524.0,7391
7647,18.4,1.0,3,13830.0,11962
7648,14.0,2.0,3,1202.0,14744
7649,15.5,1.0,3,3656.0,14744
7650,5.4,2.0,5,10331.0,6793
7651,5.4,2.0,4,10331.0,6793
7652,5.4,1.0,3,10331.0,6793
7653,31.7,4.0,3,3553.0,8923
7654,5.9,2.0,4,4675.0,8842
7655,8.4,3.0,4,8801.0,8842
7656,17.4,0.0,3,4704.0,16673
7657,31.7,1.0,3,3600.0,8923
7658,29.8,2.0,4,4718.0,8923
7659,29.8,4.0,3,4718.0,8923
7660,20.0,2.0,2,6162.0,8377
7661,25.9,3.0,4,5812.0,12423
7662,17.9,2.0,4,10529.0,12423
7663,17.9,2.0,3,10529.0,12423
7664,17.9,3.0,3,10529.0,12423
7665,17.2,1.0,3,6871.0,6419
7666,6.2,2.0,4,6232.0,7585
7667,14.2,2.0,4,13366.0,8739
7668,5.3,1.0,3,11364.0,12872
7669,5.3,3.0,3,11364.0,12872
7670,5.3,1.0,2,11364.0,12872
7671,5.3,1.0,3,11364.0,12872
7672,12.3,2.0,4,3224.0,8739
7673,15.5,2.0,3,3692.0,8377
7674,8.5,1.0,3,7485.0,11641
7675,4.6,1.0,3,7717.0,8842
7676,12.0,1.0,3,21650.0,12872
7677,20.5,2.0,4,7969.0,12423
7678,20.5,2.0,5,7969.0,12423
7679,20.5,2.0,4,7969.0,12423
7680,14.0,8.0,3,14042.0,14744
7681,31.7,0.0,3,14092.0,16673
7682,10.5,0.0,2,3755.0,14744
7683,10.5,4.0,3,3755.0,14744
7684,10.5,3.0,4,3755.0,14744
7685,10.2,3.0,4,5457.0,6793
7686,15.5,3.0,6,6202.0,3898
7687,12.4,1.0,3,5420.0,3898
7688,12.4,2.0,4,5420.0,3898
7689,15.3,2.0,4,7955.0,12423
7690,14.7,2.0,4,5424.0,8910
7691,14.7,4.0,3,7082.0,8910
7692,14.7,2.0,5,7082.0,8910
7693,14.7,2.0,3,16166.0,11962
7694,14.7,0.0,3,16166.0,11962
7695,6.3,3.0,4,6543.0,7189
7696,10.4,2.0,3,3464.0,6959
7697,10.4,1.0,4,3464.0,6959
7698,15.5,4.0,3,7630.0,4929
7699,21.5,2.0,3,2824.0,8024
7700,9.5,1.0,3,4502.0,6959
7701,7.9,2.0,5,5682.0,5975
7702,9.7,2.0,4,7809.0,5975
7703,23.2,4.0,3,5030.0,8717
7704,23.2,2.0,3,5030.0,8717
7705,23.2,6.0,5,5030.0,8717
7706,13.4,6.0,5,2867.0,6525
7707,25.0,1.0,3,9704.0,8717
7708,16.1,2.0,3,1390.0,7386
7709,10.5,2.0,3,10579.0,3955
7710,10.3,2.0,2,6938.0,3955
7711,5.2,1.0,2,11918.0,11213
7712,5.2,2.0,3,11918.0,11213
7713,5.2,0.0,2,11918.0,11213
7714,5.2,2.0,4,11918.0,11213
7715,8.7,2.0,4,5051.0,5392
7716,17.9,2.0,3,9758.0,3955
7717,17.9,2.0,3,9758.0,3955
7718,3.6,0.0,3,2954.0,10813
7719,6.7,3.0,4,11204.0,11869
7720,6.7,1.0,2,3445.0,11869
7721,6.7,2.0,3,3445.0,11869
7722,6.7,2.0,3,3445.0,11869
7723,2.0,1.0,2,4553.0,10813
7724,20.6,1.0,2,15510.0,15707
7725,2.4,2.0,3,1123.0,10813
7726,7.9,2.0,5,892.0,5975
7727,21.8,2.0,3,4258.0,1889
7728,21.8,1.0,3,4258.0,1889
7729,22.2,2.0,3,3940.0,8024
7730,14.3,2.0,4,10999.0,3761
7731,28.5,2.0,3,8443.0,15586
7732,19.6,1.0,2,10926.0,11721
7733,19.6,2.0,4,10926.0,11721
7734,19.6,2.0,3,10926.0,11721
7735,7.5,2.0,5,9264.0,6959
7736,13.1,2.0,3,5070.0,15707
7737,13.1,1.0,3,5070.0,15707
7738,38.0,2.0,5,17055.0,11126
7739,38.0,4.0,4,17055.0,11126
7740,38.0,1.0,3,17055.0,11126
7741,38.0,3.0,3,17055.0,11126
7742,38.0,4.0,2,17055.0,11126
7743,38.0,3.0,4,17055.0,11126
7744,38.0,2.0,3,7566.0,11126
7745,12.9,3.0,3,3285.0,15707
7746,12.9,2.0,3,3285.0,15707
7747,11.2,2.0,2,8870.0,11213
7748,12.9,4.0,3,1071.0,11213
7749,12.9,2.0,3,1071.0,11213
7750,12.9,4.0,4,1071.0,11213
7751,20.4,6.0,6,4864.0,15707
7752,20.4,2.0,4,4864.0,15707
7753,20.4,2.0,4,4864.0,15707
7754,11.2,2.0,3,2606.0,11213
7755,13.8,2.0,4,2356.0,3955
7756,16.0,2.0,3,4794.0,3955
7757,18.0,2.0,4,5556.0,13829
7758,18.0,2.0,5,5556.0,13829
7759,18.4,1.0,3,13830.0,11138
7760,14.0,1.0,3,851.0,15707
7761,15.5,4.0,3,3656.0,13829
7762,11.7,2.0,4,5629.0,13829
7763,7.3,3.0,5,2671.0,5975
7764,26.0,1.0,2,4654.0,6178
7765,31.7,2.0,4,3553.0,8093
7766,16.3,2.0,3,8279.0,11721
7767,41.0,1.0,3,8743.0,11126
7768,6.4,2.0,3,3873.0,6734
7769,4.3,3.0,2,4918.0,6734
7770,11.4,2.0,4,2397.0,5392
7771,31.7,4.0,3,6065.0,8093
7772,25.9,2.0,3,5812.0,11721
7773,18.8,1.0,3,7113.0,8481
7774,10.1,1.0,3,4442.0,5392
7775,10.4,4.0,4,2291.0,6959
7776,5.3,1.0,3,11364.0,11869
7777,5.3,1.0,2,11364.0,11869
7778,8.5,2.0,3,7485.0,11213
7779,8.5,2.0,4,7485.0,11213
7780,14.7,1.0,4,15542.0,11138
7781,14.7,2.0,4,15542.0,11138
7782,8.4,2.0,5,14577.0,11869
7783,12.0,2.0,3,21650.0,11869
7784,12.0,2.0,3,21650.0,11869
7785,12.0,2.0,3,21650.0,11869
7786,12.0,2.0,3,21650.0,11869
7787,12.0,2.0,3,21650.0,11869
7788,2.4,2.0,3,14949.0,10813
7789,19.9,2.0,4,7785.0,6178
7790,7.2,1.0,2,821.0,9951
7791,23.5,4.0,5,11667.0,8717
7792,20.6,2.0,4,5833.0,15707
7793,20.5,1.0,3,7969.0,11721
7794,20.5,2.0,4,7969.0,11721
7795,6.2,3.0,4,1223.0,4929
7796,5.0,2.0,3,13240.0,9951
7797,31.7,0.0,4,14092.0,15707
7798,31.7,2.0,3,14092.0,15707
7799,31.7,3.0,4,14092.0,15707
7800,31.7,2.0,4,14092.0,15707
7801,10.5,2.0,4,6763.0,13829
7802,18.0,3.0,4,4242.0,8093
7803,18.0,2.0,4,4242.0,8093
7804,15.5,2.0,4,5336.0,13829
7805,12.4,2.0,5,5420.0,3761
7806,15.3,1.0,3,7955.0,11721
7807,8.9,2.0,4,2698.0,7386
7808,14.7,2.0,4,5424.0,8717
7809,14.7,3.0,4,5424.0,8717
7810,14.7,2.0,5,7082.0,8717
7811,14.5,1.0,3,1442.0,7386
7812,23.6,2.0,4,642.0,1889
7813,14.7,2.0,3,16166.0,11138
7814,14.7,2.0,4,16166.0,11138
7815,14.7,2.0,3,16166.0,11138
7816,17.6,2.0,4,1999.0,11138
7817,6.8,2.0,2,6380.0,4929
7818,25.5,2.0,3,2940.0,11721
7819,27.2,1.0,3,5262.0,11138
7820,10.4,2.0,3,3464.0,7585
7821,10.4,5.0,4,3464.0,7585
7822,9.4,3.0,3,5132.0,5306
7823,9.4,5.0,3,5132.0,5306
7824,12.8,2.0,4,1281.0,14744
7825,4.3,2.0,4,6567.0,7585
7826,4.3,2.0,4,6567.0,7585
7827,10.2,2.0,4,3052.0,6793
7828,10.2,2.0,4,2894.0,8739
7829,21.5,4.0,3,2824.0,8377
7830,21.5,2.0,4,2243.0,8377
7831,16.5,3.0,4,1130.0,16673
7832,16.5,2.0,4,1130.0,16673
7833,9.5,2.0,4,4502.0,7585
7834,6.4,1.0,2,2952.0,10310
7835,7.9,2.0,4,5682.0,6793
7836,9.7,2.0,3,7809.0,6793
7837,11.4,2.0,3,6795.0,5707
7838,11.4,1.0,2,6795.0,5707
7839,13.8,4.0,3,10969.0,5707
7840,13.8,4.0,3,10969.0,5707
7841,13.4,2.0,3,5713.0,6419
7842,13.4,1.0,3,2867.0,6419
7843,10.5,2.0,4,10579.0,4052
7844,10.3,2.0,4,6938.0,4052
7845,14.0,1.0,3,4294.0,16673
7846,12.1,1.0,3,10175.0,7391
7847,12.1,1.0,4,10175.0,7391
7848,7.7,2.0,5,8920.0,6793
7849,7.7,1.0,3,8920.0,6793
7850,7.7,2.0,3,8920.0,6793
7851,8.7,2.0,3,5051.0,5707
7852,27.0,1.0,3,2076.0,8377
7853,27.0,3.0,4,2076.0,8377
7854,17.9,4.0,3,9758.0,4052
7855,17.9,2.0,4,9758.0,4052
7856,6.7,2.0,3,11204.0,12872
7857,6.7,1.0,4,11204.0,12872
7858,20.6,1.0,4,15510.0,16673
7859,20.6,2.0,3,15510.0,16673
7860,20.6,2.0,4,15510.0,16673
7861,20.6,1.0,3,15510.0,16673
7862,23.0,3.0,3,11925.0,6820
7863,18.0,2.0,3,2898.0,14744
7864,16.1,0.0,3,4790.0,3898
7865,16.1,1.0,4,4790.0,3898
7866,16.1,2.0,4,4790.0,3898
7867,25.9,2.0,3,7254.0,2151
7868,7.2,1.0,3,4898.0,5707
7869,19.6,2.0,3,10926.0,12423
7870,19.6,2.0,4,10926.0,12423
7871,19.6,1.0,3,10926.0,12423
7872,24.8,2.0,4,10788.0,8910
7873,3.6,1.0,3,6244.0,11641
7874,3.6,1.0,4,6244.0,11641
7875,3.4,0.0,3,3593.0,27509
7876,5.1,2.0,4,7570.0,7189
7877,15.4,1.0,3,4385.0,6419
7878,38.0,3.0,3,17055.0,12058
7879,38.0,2.0,3,17055.0,12058
7880,38.0,4.0,3,17055.0,12058
7881,38.0,2.0,4,17055.0,12058
7882,36.9,2.0,3,2500.0,12058
7883,12.9,1.0,3,3285.0,16673
7884,11.2,2.0,5,8870.0,11641
7885,11.2,1.0,4,8870.0,11641
7886,20.4,2.0,4,4864.0,16673
7887,20.4,2.0,4,4864.0,16673
7888,13.8,2.0,4,5454.0,4052
7889,13.8,2.0,5,2356.0,4052
7890,13.8,2.0,3,2356.0,4052
7891,13.8,2.0,3,2356.0,4052
7892,5.3,1.0,3,11308.0,6793
7893,18.0,2.0,3,5556.0,14744
7894,18.4,2.0,3,13830.0,11962
7895,7.8,2.0,3,5549.0,7391
7896,14.0,4.0,4,1202.0,14744
7897,15.5,2.0,3,3656.0,14744
7898,11.7,2.0,6,5629.0,14744
7899,11.7,2.0,3,5629.0,14744
7900,11.7,4.0,4,5629.0,14744
7901,3.4,2.0,3,5263.0,27509
7902,5.4,2.0,6,10331.0,6793
7903,5.4,3.0,5,10331.0,6793
7904,25.2,2.0,4,8459.0,15109
7905,14.0,2.0,3,2878.0,14744
7906,16.3,2.0,3,8279.0,12423
7907,16.3,2.0,4,8279.0,12423
7908,8.4,2.0,3,8801.0,8842
7909,8.4,1.0,3,8801.0,8842
7910,4.3,2.0,3,4918.0,7189
7911,4.3,3.0,4,4918.0,7189
7912,11.4,2.0,3,2397.0,5707
7913,29.8,4.0,4,4718.0,8923
7914,25.9,1.0,3,5812.0,12423
7915,20.6,8.0,4,1158.0,16673
7916,3.0,0.0,2,2019.0,10310
7917,17.9,2.0,4,10529.0,12423
7918,17.9,1.0,4,10529.0,12423
7919,17.9,2.0,5,10529.0,12423
7920,17.2,2.0,3,6871.0,6419
7921,6.2,1.0,4,6232.0,7585
7922,10.4,1.0,4,2291.0,7585
