,Rooms,Type,Distance,Bedroom2,Car,Landsize,Propertycount
21221,3,h,11.4,3.0,2.0,374.0,2397.0
21222,3,h,17.4,3.0,2.0,578.0,4704.0
21223,3,h,31.7,3.0,2.0,580.0,3600.0
21224,3,h,31.7,3.0,2.0,616.0,3600.0
21225,3,h,29.8,3.0,2.0,602.0,4718.0
21226,3,h,29.8,3.0,0.0,1709.0,4718.0
21227,3,h,29.8,3.0,1.0,590.0,4718.0
21228,3,h,31.7,3.0,2.0,1047.0,6065.0
21229,4,h,31.7,4.0,2.0,735.0,6065.0
21230,3,h,20.0,3.0,2.0,369.0,6162.0
21231,4,h,25.9,4.0,2.0,641.0,5812.0
21232,4,h,25.9,4.0,2.0,480.0,5812.0
21233,3,h,25.9,3.0,2.0,480.0,5812.0
21234,4,h,20.6,4.0,2.0,512.0,1158.0
21235,4,h,17.9,4.0,2.0,618.0,10529.0
21236,3,h,17.9,3.0,3.0,614.0,10529.0
21237,3,h,17.2,3.0,2.0,658.0,6871.0
21238,3,h,17.2,3.0,1.0,630.0,6871.0
21239,2,h,10.2,2.0,0.0,858.0,2079.0
21240,6,h,10.2,6.0,2.0,815.0,2079.0
21241,5,h,16.2,5.0,2.0,800.0,3891.0
21242,3,h,6.2,3.0,3.0,326.0,6232.0
21243,3,h,6.2,3.0,2.0,939.0,6232.0
21244,4,h,6.2,4.0,1.0,452.0,6232.0
21245,4,h,14.3,4.0,1.0,584.0,2555.0
21246,4,h,26.5,4.0,2.0,869.0,8280.0
21247,4,h,14.2,4.0,2.0,863.0,13366.0
21248,3,h,14.2,3.0,2.0,438.0,13366.0
21249,4,h,14.2,4.0,2.0,327.0,13366.0
21250,5,h,14.2,5.0,2.0,668.0,13366.0
21251,4,h,14.2,4.0,1.0,688.0,13366.0
21252,4,h,18.8,4.0,2.0,500.0,7113.0
21253,4,h,18.8,4.0,2.0,642.0,7113.0
21254,3,h,18.8,3.0,2.0,664.0,7113.0
21255,4,h,34.1,4.0,2.0,741.0,9376.0
21256,3,h,6.2,3.0,3.0,277.0,5498.0
21257,3,h,5.3,3.0,2.0,557.0,11364.0
21258,3,h,5.3,3.0,2.0,221.0,11364.0
21259,3,h,5.3,3.0,1.0,362.0,11364.0
21260,3,h,11.2,3.0,3.0,693.0,2651.0
21261,3,h,12.3,3.0,2.0,543.0,3224.0
21262,3,h,47.3,3.0,2.0,613.0,17384.0
21263,3,h,21.5,3.0,1.0,653.0,5087.0
21264,3,h,21.5,3.0,2.0,617.0,5087.0
21265,4,h,8.5,4.0,2.0,684.0,7485.0
21266,3,h,8.5,3.0,2.0,537.0,7485.0
21267,2,h,8.5,2.0,2.0,604.0,7485.0
21268,3,h,14.7,3.0,2.0,413.0,15542.0
21269,3,h,14.7,3.0,2.0,301.0,15542.0
21270,4,h,14.7,4.0,2.0,607.0,15542.0
21271,4,h,14.7,4.0,2.0,544.0,15542.0
21272,4,h,14.7,4.0,2.0,512.0,15542.0
21273,3,t,14.7,3.0,2.0,78.0,15542.0
21274,2,h,3.5,2.0,1.0,144.0,8648.0
21275,3,h,3.5,3.0,1.0,176.0,8648.0
21276,3,h,4.6,3.0,1.0,239.0,7717.0
21277,3,h,4.6,3.0,1.0,277.0,7717.0
21278,3,h,4.6,3.0,1.0,184.0,7717.0
21279,2,h,8.4,2.0,1.0,446.0,14577.0
21280,3,h,12.0,3.0,2.0,906.0,21650.0
21281,2,h,12.0,2.0,0.0,697.0,21650.0
21282,3,h,12.0,3.0,2.0,612.0,21650.0
21283,3,h,12.0,3.0,2.0,766.0,21650.0
21284,3,h,12.0,3.0,2.0,560.0,21650.0
21285,3,h,12.0,3.0,3.0,603.0,21650.0
21286,2,h,2.4,2.0,0.0,120.0,14949.0
21287,3,h,2.4,3.0,2.0,374.0,14949.0
21288,2,t,2.4,2.0,1.0,182.0,14949.0
21289,3,h,19.9,3.0,2.0,1115.0,7785.0
21290,2,h,19.9,2.0,1.0,298.0,7785.0
21291,3,t,21.3,3.0,2.0,277.0,4407.0
21292,5,h,19.9,5.0,3.0,635.0,3619.0
21293,4,h,23.5,4.0,2.0,793.0,11667.0
21294,4,h,15.2,4.0,1.0,573.0,4497.0
21295,4,h,15.2,4.0,2.0,810.0,4497.0
21296,3,h,15.2,3.0,2.0,474.0,4497.0
21297,3,h,22.2,3.0,2.0,718.0,2206.0
21298,2,h,5.1,2.0,0.0,176.0,2417.0
21299,2,h,5.1,2.0,0.0,203.0,2417.0
21300,3,h,1.9,3.0,3.0,111.0,5943.0
21301,4,h,2.7,4.0,1.0,436.0,14887.0
21302,3,h,6.2,3.0,2.0,390.0,1223.0
21303,3,h,20.8,3.0,5.0,743.0,7412.0
21304,3,h,20.8,3.0,1.0,736.0,7412.0
21305,2,h,20.8,2.0,2.0,650.0,7412.0
21306,4,h,14.0,4.0,2.0,612.0,14042.0
21307,3,h,14.0,3.0,2.0,812.0,14042.0
21308,4,h,14.0,4.0,11.0,697.0,14042.0
21309,3,h,14.0,3.0,2.0,533.0,14042.0
21310,4,h,16.1,4.0,2.0,788.0,915.0
21311,4,h,5.0,4.0,3.0,264.0,13240.0
21312,3,h,8.2,3.0,2.0,608.0,3284.0
21313,2,h,8.2,2.0,0.0,717.0,3284.0
21314,3,t,8.2,3.0,2.0,154.0,3284.0
21315,3,t,8.2,3.0,3.0,305.0,3284.0
21316,4,h,8.2,4.0,4.0,535.0,389.0
21317,4,h,15.5,4.0,2.0,750.0,5336.0
21318,3,h,15.5,3.0,2.0,650.0,5336.0
21319,4,h,15.5,4.0,2.0,650.0,6202.0
21320,4,h,15.5,4.0,2.0,781.0,6202.0
21321,5,h,12.4,5.0,2.0,726.0,5420.0
21322,3,h,15.3,3.0,2.0,570.0,7955.0
21323,3,h,7.0,3.0,1.0,283.0,8870.0
21324,4,h,7.0,4.0,2.0,309.0,8870.0
21325,2,h,7.0,2.0,1.0,177.0,8870.0
21326,5,h,4.1,5.0,2.0,229.0,7217.0
21327,3,h,18.4,3.0,2.0,442.0,5811.0
21328,3,h,17.2,3.0,1.0,579.0,4181.0
21329,4,h,17.2,4.0,2.0,840.0,4181.0
21330,4,h,8.9,4.0,6.0,696.0,2698.0
21331,4,h,8.9,4.0,2.0,557.0,2698.0
21332,7,h,44.2,7.0,4.0,879.0,3988.0
21333,4,h,44.2,4.0,2.0,757.0,3988.0
21334,4,h,14.5,4.0,2.0,501.0,1442.0
21335,4,h,14.7,4.0,2.0,390.0,16166.0
21336,3,h,14.7,3.0,2.0,600.0,16166.0
21337,3,h,14.7,3.0,2.0,533.0,16166.0
21338,4,h,14.7,4.0,3.0,1000.0,16166.0
21339,3,h,14.7,3.0,2.0,1164.0,16166.0
21340,3,h,14.7,3.0,2.0,1249.0,16166.0
21341,3,h,6.4,3.0,1.0,375.0,5058.0
21342,3,h,6.4,3.0,1.0,375.0,5058.0
21343,3,h,6.4,3.0,2.0,124.0,5058.0
21344,4,h,6.4,4.0,2.0,787.0,5058.0
21345,5,h,16.7,5.0,2.0,668.0,7392.0
21346,3,h,25.5,3.0,4.0,400.0,2940.0
21347,4,h,25.5,4.0,2.0,512.0,2940.0
21348,3,h,6.3,3.0,1.0,449.0,6543.0
21349,3,h,6.3,3.0,2.0,448.0,6543.0
21350,3,h,6.3,3.0,1.0,465.0,6543.0
21351,3,h,6.3,3.0,3.0,555.0,6543.0
21352,3,h,6.3,3.0,4.0,431.0,6543.0
21353,3,h,3.0,3.0,2.0,307.0,4019.0
21354,3,h,7.5,3.0,1.0,617.0,1543.0
21355,3,h,7.5,3.0,1.0,474.0,1543.0
21356,4,h,10.4,4.0,1.0,612.0,3464.0
21357,2,u,10.4,2.0,1.0,273.0,3464.0
21358,2,t,3.0,2.0,1.0,1488.0,3280.0
21359,3,h,10.5,3.0,2.0,697.0,2185.0
21360,3,h,10.5,3.0,2.0,292.0,2185.0
21361,3,h,5.7,3.0,2.0,610.0,2211.0
21362,3,h,5.7,3.0,1.0,204.0,2211.0
21363,4,h,11.0,4.0,2.0,368.0,5301.0
21364,5,h,11.0,5.0,6.0,537.0,5301.0
21365,3,h,9.4,3.0,2.0,580.0,5132.0
21366,4,h,9.4,4.0,2.0,636.0,5132.0
21367,3,h,9.4,3.0,2.0,694.0,5132.0
21368,3,h,9.4,3.0,2.0,695.0,5132.0
21369,3,h,9.4,3.0,3.0,557.0,5132.0
21370,4,t,9.4,4.0,2.0,279.0,5132.0
21371,4,h,9.4,4.0,2.0,560.0,5132.0
21372,3,h,12.8,3.0,0.0,646.0,1281.0
21373,3,h,6.3,3.0,2.0,263.0,4836.0
21374,3,h,6.3,3.0,1.0,233.0,4836.0
21375,2,h,6.3,2.0,1.0,292.0,4836.0
21376,2,h,4.3,2.0,0.0,180.0,6567.0
21377,2,t,4.3,2.0,2.0,131.0,6567.0
21378,3,h,4.3,3.0,2.0,225.0,6567.0
21379,4,h,4.3,4.0,1.0,630.0,6567.0
21380,4,h,4.3,4.0,1.0,466.0,6567.0
21381,3,h,4.3,3.0,2.0,351.0,6567.0
21382,5,h,10.2,5.0,2.0,610.0,3052.0
21383,3,h,10.2,3.0,4.0,906.0,3052.0
21384,3,h,10.2,3.0,2.0,590.0,3052.0
21385,3,h,10.2,3.0,3.0,621.0,2894.0
21386,4,h,10.2,4.0,2.0,732.0,2894.0
21387,3,h,10.2,3.0,2.0,724.0,2894.0
21388,3,t,21.5,3.0,4.0,154.0,2824.0
21389,3,h,21.5,3.0,2.0,526.0,2824.0
21390,4,h,21.5,4.0,2.0,635.0,2824.0
21391,4,h,21.5,4.0,2.0,650.0,2243.0
21392,3,h,21.5,3.0,2.0,542.0,2243.0
21393,4,h,9.5,4.0,2.0,803.0,4502.0
21394,3,h,6.4,3.0,0.0,152.0,2952.0
21395,3,h,7.9,3.0,3.0,733.0,5682.0
21396,3,h,7.9,3.0,1.0,704.0,5682.0
21397,4,h,7.9,4.0,2.0,673.0,5682.0
21398,3,h,7.9,3.0,0.0,604.0,5682.0
21399,5,h,7.9,5.0,2.0,1280.0,5682.0
21400,3,h,7.9,3.0,4.0,1490.0,5682.0
21401,3,h,9.7,3.0,2.0,615.0,7809.0
21402,4,h,9.7,4.0,2.0,414.0,7809.0
21403,4,h,9.7,4.0,2.0,657.0,7809.0
21404,5,h,9.7,5.0,2.0,877.0,7809.0
21405,5,h,9.7,5.0,2.0,680.0,7809.0
21406,4,h,9.7,4.0,2.0,1021.0,7809.0
21407,3,h,9.7,3.0,2.0,1208.0,7809.0
21408,3,h,9.7,3.0,1.0,840.0,7809.0
21409,4,h,9.7,4.0,2.0,662.0,7809.0
21410,4,t,9.7,4.0,3.0,270.0,7809.0
21411,5,h,17.3,5.0,2.0,812.0,5366.0
21412,3,t,17.3,3.0,2.0,288.0,5366.0
21413,5,h,17.3,5.0,3.0,636.0,5366.0
21414,4,h,11.4,4.0,2.0,702.0,6795.0
21415,5,h,11.4,5.0,2.0,665.0,6795.0
21416,5,h,11.4,5.0,3.0,705.0,6795.0
21417,2,h,11.4,2.0,2.0,595.0,6795.0
21418,3,h,11.4,3.0,4.0,635.0,6795.0
21419,3,h,13.8,3.0,3.0,610.0,10969.0
21420,3,h,13.8,3.0,2.0,587.0,10969.0
21421,3,h,13.8,3.0,4.0,592.0,10969.0
21422,3,h,13.8,3.0,2.0,586.0,10969.0
21423,4,t,13.8,4.0,2.0,338.0,10969.0
21424,3,h,13.8,3.0,1.0,685.0,10969.0
21425,3,h,35.2,3.0,4.0,677.0,17093.0
21426,4,h,17.3,4.0,2.0,390.0,2866.0
21427,4,h,13.4,4.0,2.0,661.0,5713.0
21428,4,h,13.4,4.0,2.0,732.0,5713.0
21429,4,h,13.4,4.0,5.0,726.0,5713.0
21430,2,h,13.4,2.0,2.0,354.0,5713.0
21431,3,h,13.4,3.0,3.0,668.0,5713.0
21432,5,h,13.4,5.0,2.0,684.0,5713.0
21433,4,h,13.4,4.0,2.0,357.0,5713.0
21434,4,h,13.4,4.0,3.0,913.0,5713.0
21435,3,t,13.4,3.0,2.0,278.0,2867.0
21436,3,h,13.4,3.0,1.0,651.0,2867.0
21437,3,h,13.4,3.0,2.0,749.0,4387.0
21438,2,u,13.4,2.0,1.0,334.0,4387.0
21439,3,h,13.4,3.0,2.0,358.0,4387.0
21440,4,h,13.4,4.0,2.0,610.0,4387.0
21441,4,h,27.0,4.0,2.0,526.0,2887.0
21442,3,h,27.0,3.0,2.0,652.0,2887.0
21443,3,h,25.0,3.0,1.0,589.0,9704.0
21444,3,h,25.0,3.0,2.0,739.0,9704.0
21445,5,h,25.0,5.0,2.0,2533.0,9704.0
21446,6,h,10.9,6.0,5.0,1463.0,4605.0
21447,2,h,10.9,2.0,1.0,845.0,4605.0
21448,3,h,8.6,3.0,1.0,613.0,3589.0
21449,3,t,10.5,3.0,3.0,728.0,10579.0
21450,4,h,10.5,4.0,2.0,663.0,10579.0
21451,5,h,10.5,5.0,5.0,614.0,10579.0
21452,3,h,10.5,3.0,1.0,535.0,10579.0
21453,4,h,10.5,4.0,1.0,400.0,10579.0
21454,4,h,10.3,4.0,2.0,686.0,6938.0
21455,5,h,10.3,5.0,3.0,1048.0,6938.0
21456,3,t,10.3,3.0,2.0,313.0,6938.0
21457,2,h,10.3,2.0,2.0,619.0,6938.0
21458,4,h,10.3,4.0,2.0,1233.0,6938.0
21459,3,h,14.0,3.0,2.0,573.0,4294.0
21460,3,h,14.0,3.0,1.0,682.0,4294.0
21461,3,t,14.0,3.0,2.0,229.0,4294.0
21462,1,h,14.0,1.0,1.0,193.0,4294.0
21463,3,h,14.0,3.0,2.0,594.0,4294.0
21464,3,h,6.4,3.0,2.0,361.0,962.0
21465,4,h,5.2,4.0,1.0,348.0,11918.0
21466,3,h,5.2,3.0,1.0,159.0,11918.0
21467,3,h,5.2,3.0,1.0,361.0,11918.0
21468,2,h,5.2,2.0,1.0,255.0,11918.0
21469,2,h,5.2,2.0,1.0,178.0,11918.0
21470,3,h,5.2,3.0,1.0,239.0,11918.0
21471,4,h,5.2,4.0,1.0,538.0,7082.0
21472,2,h,5.2,2.0,1.0,233.0,7082.0
21473,4,h,5.2,4.0,3.0,331.0,7082.0
21474,2,h,5.2,2.0,0.0,300.0,7082.0
21475,5,h,10.8,5.0,3.0,656.0,4480.0
21476,4,t,10.8,4.0,2.0,340.0,4480.0
21477,3,h,10.8,3.0,2.0,739.0,4480.0
21478,4,h,12.1,4.0,3.0,593.0,10175.0
21479,4,h,12.1,4.0,1.0,583.0,10175.0
21480,3,h,12.1,3.0,2.0,398.0,10175.0
21481,3,h,12.1,3.0,3.0,536.0,10175.0
21482,3,h,12.1,3.0,1.0,453.0,10175.0
21483,3,h,12.1,3.0,2.0,539.0,10175.0
21484,5,h,12.1,5.0,2.0,521.0,10175.0
21485,3,h,12.1,3.0,2.0,588.0,10175.0
21486,5,h,12.1,5.0,2.0,656.0,10175.0
21487,3,h,10.4,3.0,1.0,661.0,5678.0
21488,3,h,10.4,3.0,1.0,392.0,5678.0
21489,4,h,14.8,4.0,2.0,571.0,2674.0
21490,4,h,7.7,4.0,3.0,772.0,8920.0
21491,4,h,7.7,4.0,0.0,617.0,8920.0
21492,3,h,7.7,3.0,2.0,219.0,8920.0
21493,3,t,7.7,3.0,2.0,342.0,8920.0
21494,5,h,7.7,5.0,2.0,725.0,8920.0
21495,2,u,7.7,2.0,1.0,94.0,8920.0
21496,4,h,7.7,4.0,2.0,652.0,8920.0
21497,4,h,7.7,4.0,2.0,572.0,8920.0
21498,4,h,7.7,4.0,9.0,601.0,8920.0
21499,5,h,7.7,5.0,4.0,1338.0,8920.0
21500,3,h,16.6,3.0,1.0,677.0,1889.0
21501,2,h,16.6,2.0,0.0,361.0,1889.0
21502,3,h,8.4,3.0,2.0,852.0,3265.0
21503,3,h,1.6,3.0,1.0,205.0,6786.0
21504,3,t,1.6,3.0,2.0,2399.0,6786.0
21505,3,h,34.9,3.0,2.0,657.0,8060.0
21506,2,u,8.7,2.0,1.0,307.0,2379.0
21507,5,h,8.7,5.0,2.0,579.0,5051.0
21508,3,h,8.7,3.0,2.0,496.0,5051.0
21509,5,h,11.7,5.0,2.0,606.0,3582.0
21510,4,h,17.9,4.0,2.0,676.0,9758.0
21511,3,t,17.9,3.0,2.0,259.0,9758.0
21512,3,h,17.9,3.0,2.0,635.0,9758.0
21513,3,h,17.9,3.0,1.0,634.0,9758.0
21514,3,h,17.9,3.0,2.0,727.0,9758.0
21515,3,h,17.9,3.0,2.0,784.0,9758.0
21516,5,h,17.9,5.0,3.0,1001.0,9758.0
21517,3,h,17.5,3.0,1.0,531.0,2727.0
21518,3,h,16.7,3.0,1.0,740.0,5837.0
21519,3,h,16.7,3.0,1.0,528.0,5837.0
21520,3,h,16.7,3.0,1.0,721.0,5837.0
21521,3,h,16.7,3.0,1.0,721.0,5837.0
21522,3,h,17.5,3.0,1.0,533.0,4734.0
21523,3,h,3.6,3.0,1.0,1727.0,2954.0
21524,3,h,6.7,3.0,2.0,409.0,11204.0
21525,2,h,6.7,2.0,1.0,390.0,11204.0
21526,3,h,6.7,3.0,2.0,368.0,11204.0
21527,3,h,6.7,3.0,1.0,403.0,11204.0
21528,4,h,6.7,4.0,0.0,698.0,11204.0
21529,2,h,6.7,2.0,2.0,343.0,11204.0
21530,4,h,6.7,4.0,2.0,920.0,11204.0
21531,3,h,6.7,3.0,1.0,416.0,11204.0
21532,2,h,6.7,2.0,1.0,216.0,11204.0
21533,3,h,6.7,3.0,1.0,251.0,11204.0
21534,3,h,6.7,3.0,1.0,264.0,11204.0
21535,3,h,6.7,3.0,2.0,532.0,3445.0
21536,4,h,6.7,4.0,2.0,557.0,3445.0
21537,3,h,20.6,3.0,4.0,774.0,15510.0
21538,4,h,20.6,4.0,2.0,480.0,15510.0
21539,3,h,20.6,3.0,2.0,598.0,15510.0
21540,5,h,20.6,5.0,2.0,589.0,15510.0
21541,4,h,20.6,4.0,2.0,623.0,15510.0
21542,3,h,20.6,3.0,4.0,657.0,15510.0
21543,3,h,20.6,3.0,1.0,574.0,15510.0
21544,3,h,20.6,3.0,2.0,448.0,15510.0
21545,4,h,20.6,4.0,2.0,392.0,15510.0
21546,3,h,34.7,3.0,0.0,690.0,7680.0
21547,4,h,34.7,4.0,2.0,446.0,6464.0
21548,2,h,23.0,2.0,1.0,352.0,11925.0
21549,3,h,23.0,3.0,2.0,1044.0,11925.0
21550,3,h,23.0,3.0,1.0,805.0,11925.0
21551,4,h,23.0,4.0,2.0,895.0,2985.0
21552,3,h,14.0,3.0,2.0,586.0,2246.0
21553,4,h,14.0,4.0,3.0,780.0,2246.0
21554,3,h,14.0,3.0,3.0,565.0,2246.0
21555,3,h,24.7,3.0,2.0,1034.0,10894.0
21556,4,h,24.7,4.0,4.0,1113.0,10894.0
21557,4,h,24.7,4.0,2.0,850.0,10894.0
21558,3,h,14.8,3.0,2.0,406.0,6388.0
21559,4,h,18.0,4.0,2.0,602.0,2898.0
21560,5,h,14.7,5.0,2.0,552.0,2276.0
21561,4,h,21.8,4.0,4.0,1222.0,4258.0
21562,4,h,21.8,4.0,0.0,530.0,4258.0
21563,4,h,21.8,4.0,3.0,940.0,4258.0
21564,3,h,27.7,3.0,2.0,607.0,1184.0
21565,4,h,22.2,4.0,2.0,528.0,3940.0
21566,3,h,22.2,3.0,5.0,535.0,3940.0
21567,4,h,12.4,4.0,2.0,653.0,9028.0
21568,3,h,12.4,3.0,2.0,728.0,9028.0
21569,4,h,12.4,4.0,2.0,352.0,9028.0
21570,3,h,12.4,3.0,2.0,725.0,9028.0
21571,4,h,12.4,4.0,2.0,373.0,9028.0
21572,3,h,12.4,3.0,2.0,785.0,9028.0
21573,5,h,12.4,5.0,3.0,802.0,9028.0
21574,3,h,14.3,3.0,1.0,654.0,10999.0
21575,3,h,14.3,3.0,2.0,650.0,10999.0
21576,4,h,14.3,4.0,2.0,675.0,10999.0
21577,3,h,16.1,3.0,2.0,393.0,4790.0
21578,3,t,16.1,3.0,2.0,345.0,4790.0
21579,3,u,25.9,3.0,2.0,315.0,7254.0
21580,3,h,8.9,3.0,1.0,529.0,1651.0
21581,4,h,27.0,4.0,2.0,378.0,2546.0
21582,5,h,7.2,5.0,2.0,925.0,4898.0
21583,3,h,7.2,3.0,2.0,630.0,4898.0
21584,4,h,18.0,4.0,2.0,833.0,6990.0
21585,4,h,7.2,4.0,2.0,304.0,8989.0
21586,3,h,7.2,3.0,2.0,280.0,8989.0
21587,5,h,28.5,5.0,2.0,659.0,8443.0
21588,5,h,19.6,5.0,2.0,349.0,10926.0
21589,4,h,19.6,4.0,2.0,578.0,10926.0
21590,3,h,19.6,3.0,2.0,691.0,10926.0
21591,3,h,19.6,3.0,2.0,420.0,10926.0
21592,3,h,19.6,3.0,2.0,492.0,10926.0
21593,4,h,19.6,4.0,4.0,568.0,10926.0
21594,4,h,19.6,4.0,4.0,612.0,10926.0
21595,4,h,19.6,4.0,2.0,376.0,10926.0
21596,4,h,19.6,4.0,2.0,448.0,10926.0
21597,4,h,7.5,4.0,3.0,590.0,9264.0
21598,3,h,7.5,3.0,2.0,207.0,9264.0
21599,4,h,7.5,4.0,4.0,837.0,9264.0
21600,4,h,7.5,4.0,2.0,770.0,9264.0
21601,4,h,7.5,4.0,2.0,354.0,9264.0
21602,5,h,7.5,5.0,2.0,637.0,9264.0
21603,4,h,7.5,4.0,2.0,447.0,9264.0
21604,3,h,7.5,3.0,2.0,719.0,9264.0
21605,3,h,7.5,3.0,1.0,440.0,9264.0
21606,3,h,5.7,3.0,3.0,406.0,2970.0
21607,3,h,5.7,3.0,0.0,320.0,2970.0
21608,3,h,5.7,3.0,1.0,406.0,2970.0
21609,3,h,13.1,3.0,2.0,587.0,5070.0
21610,3,h,13.1,3.0,2.0,785.0,5070.0
21611,3,t,13.1,3.0,1.0,277.0,5070.0
21612,3,h,13.1,3.0,1.0,552.0,5070.0
21613,3,h,13.1,3.0,2.0,597.0,5070.0
21614,3,h,13.1,3.0,1.0,655.0,5070.0
21615,4,h,13.1,4.0,6.0,652.0,5070.0
21616,5,h,13.1,5.0,2.0,586.0,5070.0
21617,4,h,24.8,4.0,2.0,504.0,10788.0
21618,4,h,24.8,4.0,4.0,623.0,10788.0
21619,4,h,24.8,4.0,2.0,1193.0,10788.0
21620,4,h,24.8,4.0,2.0,665.0,10788.0
21621,4,h,24.8,4.0,2.0,722.0,10788.0
21622,3,h,3.6,3.0,0.0,266.0,6244.0
21623,3,h,3.6,3.0,2.0,838.0,6244.0
21624,3,h,3.6,3.0,2.0,560.0,6244.0
21625,2,h,3.4,2.0,0.0,217.0,3593.0
21626,3,h,3.4,3.0,0.0,209.0,3593.0
21627,3,t,5.1,3.0,2.0,148.0,7570.0
21628,2,t,5.1,2.0,0.0,104.0,7570.0
21629,3,h,5.1,3.0,2.0,517.0,7570.0
21630,4,h,5.1,4.0,2.0,388.0,7570.0
21631,3,h,15.4,3.0,1.0,594.0,4385.0
21632,3,h,38.0,3.0,4.0,1083.0,17055.0
21633,3,h,38.0,3.0,2.0,692.0,17055.0
21634,4,h,38.0,4.0,2.0,2878.0,7566.0
21635,5,h,38.0,5.0,4.0,700.0,7566.0
21636,3,h,45.9,3.0,2.0,675.0,3376.0
21637,4,h,45.9,4.0,4.0,2647.0,3376.0
21638,3,h,12.9,3.0,2.0,613.0,3285.0
21639,3,h,12.9,3.0,1.0,591.0,3285.0
21640,4,h,12.9,4.0,2.0,666.0,3285.0
21641,4,h,10.1,4.0,2.0,617.0,2403.0
21642,3,h,7.3,3.0,4.0,724.0,10412.0
21643,4,h,7.3,4.0,2.0,334.0,10412.0
21644,4,h,7.3,4.0,2.0,557.0,10412.0
21645,3,h,7.3,3.0,1.0,680.0,10412.0
21646,3,h,7.3,3.0,2.0,642.0,10412.0
21647,5,h,16.7,5.0,2.0,1042.0,15321.0
21648,3,h,16.7,3.0,2.0,830.0,15321.0
21649,4,h,16.7,4.0,1.0,655.0,15321.0
21650,3,h,16.7,3.0,2.0,710.0,15321.0
21651,4,h,16.7,4.0,2.0,799.0,15321.0
21652,3,h,16.7,3.0,1.0,744.0,15321.0
21653,4,h,16.7,4.0,2.0,589.0,15321.0
21654,3,h,11.2,3.0,3.0,619.0,8870.0
21655,3,h,11.2,3.0,1.0,308.0,8870.0
21656,2,t,11.2,2.0,1.0,136.0,8870.0
21657,3,h,12.9,3.0,2.0,217.0,1071.0
21658,3,h,12.9,3.0,2.0,450.0,1071.0
21659,4,h,16.1,4.0,2.0,771.0,8524.0
21660,2,t,16.1,2.0,1.0,188.0,8524.0
21661,3,h,16.1,3.0,1.0,467.0,8524.0
21662,3,h,16.1,3.0,2.0,581.0,8524.0
21663,5,h,16.1,5.0,2.0,620.0,8524.0
21664,4,h,16.1,4.0,4.0,920.0,8524.0
21665,5,h,16.1,5.0,2.0,533.0,8524.0
21666,3,h,16.1,3.0,2.0,557.0,8524.0
21667,3,h,20.4,3.0,2.0,313.0,4864.0
21668,4,h,20.4,4.0,2.0,316.0,4864.0
21669,5,h,20.4,5.0,3.0,870.0,4864.0
21670,4,h,20.4,4.0,2.0,659.0,4864.0
21671,4,h,20.4,4.0,2.0,312.0,4864.0
21672,3,h,20.4,3.0,2.0,415.0,4864.0
21673,3,h,11.2,3.0,2.0,550.0,2606.0
21674,2,h,13.8,2.0,1.0,451.0,5454.0
21675,2,h,13.8,2.0,2.0,329.0,5454.0
21676,4,h,13.8,4.0,2.0,545.0,5454.0
21677,4,t,13.8,4.0,2.0,674.0,2356.0
21678,3,h,5.3,3.0,1.0,658.0,11308.0
21679,2,h,5.3,2.0,2.0,303.0,11308.0
21680,4,h,5.3,4.0,2.0,660.0,11308.0
21681,5,h,5.3,5.0,3.0,670.0,11308.0
21682,2,h,5.3,2.0,2.0,280.0,11308.0
21683,2,h,6.2,2.0,1.0,319.0,6482.0
21684,4,h,6.2,4.0,2.0,667.0,6482.0
21685,4,h,21.3,4.0,4.0,893.0,3794.0
21686,4,h,8.8,4.0,4.0,811.0,2947.0
21687,3,h,8.8,3.0,1.0,583.0,2947.0
21688,3,h,8.8,3.0,2.0,598.0,2947.0
21689,4,h,16.0,4.0,2.0,1101.0,4794.0
21690,3,h,16.0,3.0,3.0,606.0,4794.0
21691,3,h,16.0,3.0,2.0,670.0,4794.0
21692,5,h,18.0,5.0,2.0,666.0,5556.0
21693,4,h,18.0,4.0,4.0,650.0,5556.0
21694,3,h,18.0,3.0,1.0,474.0,5556.0
21695,3,h,18.4,3.0,6.0,624.0,13830.0
21696,3,h,18.4,3.0,2.0,532.0,13830.0
21697,3,h,18.4,3.0,2.0,560.0,13830.0
21698,3,h,18.4,3.0,3.0,748.0,13830.0
21699,3,h,18.4,3.0,1.0,392.0,13830.0
21700,3,h,18.4,3.0,4.0,530.0,13830.0
21701,3,h,18.4,3.0,5.0,640.0,13830.0
21702,3,h,18.4,3.0,1.0,345.0,13830.0
21703,4,h,12.3,4.0,2.0,455.0,3145.0
21704,3,h,14.0,3.0,1.0,757.0,851.0
21705,3,h,14.0,3.0,1.0,600.0,851.0
21706,3,h,14.0,3.0,1.0,638.0,851.0
21707,3,h,20.6,3.0,1.0,2023.0,121.0
21708,4,h,14.0,4.0,2.0,365.0,1202.0
21709,5,h,11.7,5.0,2.0,547.0,5629.0
21710,4,h,5.4,4.0,2.0,737.0,10331.0
21711,4,h,5.4,4.0,3.0,668.0,10331.0
21712,5,h,5.4,5.0,4.0,734.0,10331.0
21713,4,h,5.4,4.0,2.0,612.0,10331.0
21714,4,h,5.4,4.0,2.0,568.0,10331.0
21715,4,h,5.4,4.0,2.0,621.0,10331.0
21716,3,h,5.4,3.0,2.0,844.0,10331.0
21717,5,h,5.4,5.0,2.0,660.0,10331.0
