,Rooms,Type,Price,Year,Distance,Bedroom2,Car,Landsize,CouncilArea,Propertycount
6580,5,h,597000.0,2017,20.5,5.0,2.0,582.0,Whittlesea,7969.0
6581,3,h,626000.0,2017,14.0,3.0,2.0,557.0,Brimbank,14042.0
6582,3,h,1000000.0,2017,8.2,3.0,2.0,534.0,Moonee Valley,389.0
6583,3,h,502500.0,2017,10.5,3.0,3.0,331.0,Brimbank,4217.0
6584,3,h,650000.0,2017,10.5,3.0,1.0,650.0,Brimbank,6763.0
6585,4,h,1150000.0,2017,15.5,4.0,2.0,779.0,Manningham,6202.0
6586,4,h,1280000.0,2017,12.4,4.0,2.0,887.0,Manningham,5420.0
6587,5,h,1300000.0,2017,17.2,5.0,2.0,891.0,Maroondah,4181.0
6588,5,h,1360000.0,2017,17.2,5.0,2.0,882.0,Whitehorse,4280.0
6589,5,h,1235000.0,2017,14.7,5.0,2.0,634.0,Knox,7082.0
6590,3,h,490000.0,2017,14.7,3.0,2.0,536.0,Wyndham,16166.0
6591,3,h,412700.0,2017,14.7,3.0,1.0,299.0,Wyndham,16166.0
6592,4,h,990000.0,2017,6.4,4.0,2.0,501.0,Maribyrnong,5058.0
6593,3,h,1100500.0,2017,6.4,3.0,2.0,427.0,Maribyrnong,5058.0
6594,5,h,2550000.0,2017,6.8,5.0,2.0,840.0,Hobsons Bay,6380.0
6595,4,h,1025000.0,2017,12.7,4.0,2.0,585.0,Banyule,1369.0
6596,5,h,1830000.0,2017,7.5,5.0,4.0,730.0,Moonee Valley,1543.0
6597,3,h,850000.0,2017,10.4,3.0,2.0,551.0,Moonee Valley,3464.0
6598,3,h,760000.0,2017,10.5,3.0,1.0,697.0,Brimbank,2185.0
6599,4,h,750000.0,2017,15.5,4.0,2.0,636.0,Hobsons Bay,7630.0
6600,4,h,3000000.0,2017,6.3,4.0,2.0,474.0,Stonnington,4836.0
6601,3,h,1210000.0,2017,10.2,3.0,3.0,407.0,Boroondara,3052.0
6602,5,h,2580000.0,2017,7.9,5.0,2.0,621.0,Boroondara,5682.0
6603,3,h,724000.0,2017,23.2,3.0,2.0,482.0,Maroondah,3598.0
6604,4,h,1410000.0,2017,11.4,4.0,4.0,623.0,Glen Eira,6795.0
6605,2,h,1020000.0,2017,13.8,2.0,2.0,597.0,Glen Eira,10969.0
6606,4,h,1475000.0,2017,13.4,4.0,2.0,582.0,Whitehorse,2867.0
6607,4,h,1229000.0,2017,13.4,4.0,2.0,727.0,Whitehorse,4387.0
6608,3,h,965000.0,2017,27.0,3.0,2.0,572.0,Kingston,2887.0
6609,2,u,653000.0,2017,10.9,2.0,1.0,84.0,Whitehorse,4605.0
6610,3,h,1325000.0,2017,5.2,3.0,1.0,331.0,Merri-bek,11918.0
6611,4,h,1630000.0,2017,5.2,4.0,1.0,278.0,Merri-bek,11918.0
6612,4,h,1770000.0,2017,5.2,4.0,3.0,461.0,Merri-bek,11918.0
6613,3,h,1000000.0,2017,5.2,3.0,2.0,399.0,Merri-bek,7082.0
6614,4,h,1300000.0,2017,10.8,4.0,3.0,650.0,Manningham,4480.0
6615,3,h,1331000.0,2017,10.8,3.0,2.0,697.0,Manningham,4480.0
6616,5,h,2800000.0,2017,7.7,5.0,2.0,768.0,Boroondara,8920.0
6617,4,h,1966000.0,2017,10.1,4.0,2.0,627.0,Glen Eira,7822.0
6618,1,u,381000.0,2017,10.1,1.0,1.0,2048.0,Glen Eira,7822.0
6619,3,h,646000.0,2017,14.8,3.0,2.0,238.0,Melton,7719.0
6620,3,t,795000.0,2017,17.9,3.0,2.0,138.0,Bayside,9758.0
6621,3,h,1160000.0,2017,17.9,3.0,2.0,534.0,Bayside,9758.0
6622,4,h,735000.0,2017,20.6,4.0,2.0,771.0,Hume,15510.0
6623,4,h,600000.0,2017,20.6,4.0,2.0,630.0,Hume,15510.0
6624,4,h,475000.0,2017,20.6,4.0,1.0,294.0,Hume,15510.0
6625,3,h,552000.0,2017,20.6,3.0,2.0,448.0,Hume,15510.0
6626,5,h,1180000.0,2017,23.0,5.0,3.0,857.0,Maroondah,11925.0
6627,3,h,632000.0,2017,14.8,3.0,1.0,562.0,Brimbank,6388.0
6628,3,h,607500.0,2017,18.0,3.0,2.0,528.0,Brimbank,2898.0
6629,4,h,990000.0,2017,21.8,4.0,2.0,1001.0,Nillumbik,4258.0
6630,3,u,775000.0,2017,16.1,3.0,1.0,294.0,Manningham,4790.0
6631,3,h,950000.0,2017,27.0,3.0,2.0,560.0,Kingston,2546.0
6632,3,h,646000.0,2017,19.6,3.0,2.0,716.0,Whittlesea,10926.0
6633,3,h,625000.0,2017,19.6,3.0,2.0,534.0,Whittlesea,10926.0
6634,4,h,800000.0,2017,13.1,4.0,2.0,308.0,Hume,5070.0
6635,2,h,775000.0,2017,24.8,2.0,1.0,733.0,Knox,10788.0
6636,2,h,1300000.0,2017,2.1,2.0,1.0,125.0,Yarra,5825.0
6637,2,u,452500.0,2017,3.4,2.0,1.0,807.0,Melbourne,3593.0
6638,4,h,1350000.0,2017,15.4,4.0,2.0,653.0,Whitehorse,4385.0
6639,3,h,1285000.0,2017,7.3,3.0,2.0,374.0,Boroondara,10412.0
6640,3,h,1051000.0,2017,11.2,3.0,2.0,913.0,Merri-bek,8870.0
6641,3,h,785000.0,2017,16.1,3.0,2.0,840.0,Banyule,8524.0
6642,4,t,2000000.0,2017,13.8,4.0,2.0,360.0,Bayside,5454.0
6643,4,h,2500000.0,2017,13.8,4.0,4.0,683.0,Bayside,5454.0
6644,4,h,1125000.0,2017,13.8,4.0,1.0,700.0,Bayside,2356.0
6645,3,h,3600000.0,2017,6.2,3.0,2.0,848.0,Boroondara,6482.0
6646,3,h,985000.0,2017,8.9,3.0,2.0,528.0,Banyule,2890.0
6647,4,h,1911000.0,2017,16.0,4.0,2.0,616.0,Bayside,4794.0
6648,3,h,1205000.0,2017,12.3,3.0,4.0,622.0,Monash,768.0
6649,3,h,572000.0,2017,14.0,3.0,2.0,554.0,Brimbank,1202.0
6650,4,h,630000.0,2017,11.7,3.0,2.0,185.0,Brimbank,5629.0
6651,4,h,2450000.0,2017,5.4,4.0,2.0,399.0,Boroondara,10331.0
6652,2,t,955000.0,2017,5.4,2.0,1.0,2835.0,Boroondara,10331.0
6653,2,h,1630000.0,2017,5.4,2.0,0.0,284.0,Boroondara,10331.0
6654,6,h,1875000.0,2017,7.3,6.0,2.0,697.0,Boroondara,2671.0
6655,4,h,766000.0,2017,16.3,4.0,5.0,541.0,Whittlesea,8279.0
6656,8,h,741000.0,2017,17.4,8.0,1.0,1063.0,Hume,4704.0
6657,3,h,283000.0,2017,31.7,3.0,0.0,362.0,Melton,3600.0
6658,4,h,430000.0,2017,31.7,4.0,3.0,675.0,Melton,6065.0
6659,4,h,890000.0,2017,17.2,4.0,2.0,481.0,Whitehorse,6871.0
6660,3,h,1162000.0,2017,6.2,3.0,2.0,619.0,Moonee Valley,6232.0
6661,3,h,1586000.0,2017,14.2,3.0,1.0,718.0,Monash,13366.0
6662,4,h,1408000.0,2017,14.2,4.0,2.0,692.0,Monash,13366.0
6663,4,h,1080000.0,2017,18.8,4.0,2.0,914.0,Monash,7113.0
6664,3,h,840000.0,2017,18.8,3.0,2.0,656.0,Monash,7113.0
6665,3,h,1321188.0,2017,10.1,3.0,1.0,586.0,Glen Eira,4442.0
6666,2,h,1130000.0,2017,6.2,2.0,2.0,343.0,Hobsons Bay,5498.0
6667,2,h,800000.0,2017,10.4,2.0,2.0,352.0,Moonee Valley,2291.0
6668,4,h,1550000.0,2017,5.3,4.0,1.0,344.0,Darebin,11364.0
6669,4,h,1350000.0,2017,5.3,4.0,2.0,264.0,Darebin,11364.0
6670,3,h,760000.0,2017,12.3,3.0,1.0,692.0,Monash,3224.0
6671,4,h,1450000.0,2017,15.5,4.0,2.0,771.0,Kingston,3692.0
6672,4,h,1450000.0,2017,11.4,4.0,2.0,590.0,Glen Eira,3578.0
6673,4,h,625500.0,2017,23.8,4.0,2.0,477.0,Melton,1490.0
6674,3,h,1725000.0,2017,3.5,3.0,2.0,293.0,Melbourne,8648.0
6675,3,t,1463000.0,2017,4.6,3.0,2.0,15.0,Stonnington,7717.0
6676,5,h,1000000.0,2017,12.0,5.0,6.0,892.0,Darebin,21650.0
6677,3,h,1400000.0,2017,12.0,3.0,6.0,667.0,Darebin,21650.0
6678,1,u,400000.0,2017,2.4,1.0,1.0,4425.0,Yarra,14949.0
6679,3,h,426000.0,2017,20.6,3.0,2.0,245.0,Hume,5833.0
6680,4,t,1050000.0,2017,15.2,4.0,1.0,173.0,Bayside,4497.0
6681,2,h,680000.0,2017,5.1,2.0,0.0,298.0,Maribyrnong,2417.0
6682,4,h,658500.0,2017,20.5,4.0,2.0,444.0,Whittlesea,7969.0
6683,3,h,881000.0,2017,20.8,3.0,4.0,720.0,Greater Dandenong,7412.0
6684,3,h,897000.0,2017,16.1,3.0,2.0,684.0,Banyule,915.0
6685,4,h,2680000.0,2017,5.0,4.0,1.0,324.0,Port Phillip,13240.0
6686,3,h,657500.0,2017,31.7,3.0,1.0,729.0,Hume,14092.0
6687,5,h,675000.0,2017,31.7,5.0,2.0,615.0,Hume,14092.0
6688,4,h,605000.0,2017,31.7,4.0,2.0,738.0,Hume,14092.0
6689,4,h,600000.0,2017,31.7,4.0,1.0,1007.0,Hume,14092.0
6690,4,h,1910000.0,2017,10.2,4.0,2.0,416.0,Boroondara,5457.0
6691,4,h,751000.0,2017,15.5,4.0,2.0,712.0,Brimbank,5336.0
6692,4,h,910000.0,2017,15.5,4.0,2.0,520.0,Manningham,6202.0
6693,4,h,1260000.0,2017,17.2,4.0,3.0,682.0,Maroondah,4181.0
6694,4,h,1202000.0,2017,17.2,4.0,2.0,650.0,Whitehorse,4280.0
6695,5,h,1180000.0,2017,14.7,5.0,4.0,738.0,Knox,7082.0
6696,3,h,515000.0,2017,14.7,3.0,1.0,517.0,Wyndham,16166.0
6697,3,h,840000.0,2017,6.4,3.0,3.0,336.0,Maribyrnong,5058.0
6698,5,h,1660000.0,2017,16.7,5.0,2.0,790.0,Monash,7392.0
6699,3,h,1360000.0,2017,6.3,3.0,1.0,479.0,Maribyrnong,6543.0
6700,3,h,1455000.0,2017,6.3,3.0,2.0,351.0,Maribyrnong,6543.0
6701,3,h,2340000.0,2017,3.0,3.0,1.0,162.0,Port Phillip,3280.0
6702,3,h,791000.0,2017,9.4,3.0,4.0,553.0,Hobsons Bay,5132.0
6703,4,h,4060000.0,2017,6.3,4.0,1.0,574.0,Stonnington,4836.0
6704,4,h,1151000.0,2017,4.3,4.0,2.0,290.0,Moonee Valley,6567.0
6705,4,t,1650000.0,2017,10.2,4.0,1.0,338.0,Boroondara,3052.0
6706,3,h,2550000.0,2017,10.2,3.0,3.0,1170.0,Boroondara,3052.0
6707,5,h,2800000.0,2017,9.7,5.0,2.0,1173.0,Boroondara,7809.0
6708,5,h,1800000.0,2017,13.8,5.0,3.0,697.0,Glen Eira,10969.0
6709,4,t,1130000.0,2017,13.8,4.0,2.0,270.0,Glen Eira,10969.0
6710,4,h,1370000.0,2017,13.8,4.0,3.0,605.0,Glen Eira,10969.0
6711,3,h,1311000.0,2017,13.8,3.0,3.0,632.0,Glen Eira,10969.0
6712,3,h,1350000.0,2017,13.4,3.0,1.0,697.0,Whitehorse,5713.0
6713,3,h,905000.0,2017,13.4,3.0,2.0,887.0,Whitehorse,4387.0
6714,3,h,920000.0,2017,27.0,3.0,2.0,645.0,Kingston,2887.0
6715,4,h,728000.0,2017,25.0,4.0,1.0,744.0,Knox,9704.0
6716,5,h,1900000.0,2017,10.9,5.0,2.0,613.0,Whitehorse,4605.0
6717,4,h,1030000.0,2017,16.1,4.0,3.0,1061.0,Banyule,1390.0
6718,4,h,2830000.0,2017,10.5,4.0,2.0,700.0,Bayside,10579.0
6719,3,h,2060000.0,2017,10.3,3.0,3.0,685.0,Bayside,6938.0
6720,3,h,1650000.0,2017,10.3,3.0,2.0,623.0,Bayside,6938.0
6721,5,h,1650000.0,2017,10.3,5.0,5.0,773.0,Bayside,6938.0
6722,3,t,959000.0,2017,4.0,3.0,1.0,138.0,Merri-bek,5533.0
6723,3,h,2350000.0,2017,5.2,3.0,2.0,445.0,Merri-bek,7082.0
6724,4,h,815000.0,2017,12.1,4.0,1.0,525.0,Banyule,10175.0
6725,3,h,580000.0,2017,14.8,3.0,2.0,461.0,Melton,1607.0
6726,3,h,1220000.0,2017,10.4,3.0,2.0,261.0,Monash,5678.0
6727,4,h,1535000.0,2017,10.4,4.0,2.0,1004.0,Monash,5678.0
6728,2,h,1322500.0,2017,10.4,2.0,1.0,731.0,Monash,5678.0
6729,3,h,1400000.0,2017,10.1,3.0,3.0,818.0,Glen Eira,7822.0
6730,4,h,546000.0,2017,34.9,3.0,1.0,646.0,Frankston,8060.0
6731,3,h,532000.0,2017,34.9,3.0,2.0,474.0,Frankston,8060.0
6732,2,u,790000.0,2017,8.7,2.0,1.0,919.0,Glen Eira,5051.0
6733,3,h,725000.0,2017,27.0,3.0,1.0,534.0,Kingston,2076.0
6734,5,h,1300000.0,2017,17.9,5.0,2.0,1006.0,Bayside,9758.0
6735,3,h,950000.0,2017,17.5,3.0,2.0,535.0,Kingston,4734.0
6736,3,h,460000.0,2017,17.4,3.0,3.0,536.0,Hume,1124.0
6737,3,h,412500.0,2017,20.6,3.0,1.0,197.0,Hume,15510.0
6738,5,h,720008.0,2017,34.7,5.0,2.0,528.0,Casey,7680.0
6739,5,h,1188000.0,2017,23.0,5.0,2.0,864.0,Maroondah,11925.0
6740,5,h,905000.0,2017,23.0,5.0,2.0,1005.0,Maroondah,11925.0
6741,5,h,600000.0,2017,24.7,5.0,1.0,608.0,Greater Dandenong,8322.0
6742,4,h,1060000.0,2017,18.0,4.0,2.0,842.0,Banyule,6990.0
6743,4,h,905000.0,2017,18.0,4.0,0.0,2000.0,Banyule,2346.0
6744,3,h,595000.0,2017,19.6,3.0,2.0,536.0,Whittlesea,10926.0
6745,4,h,810000.0,2017,19.6,4.0,4.0,854.0,Whittlesea,10926.0
6746,5,h,2335000.0,2017,7.5,5.0,6.0,1012.0,Moonee Valley,9264.0
6747,3,h,1580000.0,2017,7.5,3.0,1.0,665.0,Moonee Valley,9264.0
6748,2,h,1385000.0,2017,3.6,2.0,0.0,176.0,Merri-bek,6244.0
6749,2,h,1400000.0,2017,3.6,2.0,1.0,164.0,Merri-bek,6244.0
6750,4,h,1870000.0,2017,3.6,4.0,1.0,248.0,Merri-bek,6244.0
6751,3,h,755000.0,2017,5.1,3.0,2.0,334.0,Maribyrnong,7570.0
6752,4,h,1078000.0,2017,15.4,4.0,1.0,611.0,Whitehorse,4385.0
6753,6,h,1065000.0,2017,15.4,6.0,1.0,704.0,Whitehorse,4385.0
6754,3,h,493000.0,2017,36.9,3.0,1.0,657.0,Frankston,2500.0
6755,3,h,1155000.0,2017,38.0,3.0,2.0,2405.0,Frankston,7566.0
6756,4,h,980000.0,2017,38.0,4.0,2.0,937.0,Frankston,7566.0
6757,4,h,2690000.0,2017,7.3,4.0,2.0,647.0,Boroondara,10412.0
6758,4,t,655000.0,2017,12.9,4.0,2.0,170.0,Merri-bek,1071.0
6759,4,h,625000.0,2017,33.3,4.0,2.0,640.0,Casey,8256.0
6760,4,h,602000.0,2017,18.4,4.0,2.0,603.0,Wyndham,13830.0
6761,4,h,567000.0,2017,18.4,4.0,3.0,632.0,Wyndham,13830.0
6762,4,h,1125000.0,2017,14.5,4.0,4.0,556.0,Brimbank,2339.0
6763,4,h,700000.0,2017,15.5,4.0,2.0,726.0,Brimbank,3656.0
6764,3,h,960000.0,2017,11.7,3.0,2.0,404.0,Brimbank,5629.0
6765,4,h,1160000.0,2017,11.7,4.0,4.0,670.0,Brimbank,5629.0
6766,4,h,3300000.0,2017,5.4,4.0,2.0,741.0,Boroondara,10331.0
6767,3,h,1750000.0,2017,5.4,3.0,2.0,431.0,Boroondara,10331.0
6768,5,h,3450000.0,2017,5.4,5.0,2.0,668.0,Boroondara,10331.0
6769,3,h,930000.0,2017,25.2,3.0,2.0,443.0,Greater Dandenong,8459.0
6770,3,h,803000.0,2017,26.0,3.0,2.0,862.0,Maroondah,4654.0
6771,3,h,560000.0,2017,14.0,3.0,1.0,565.0,Brimbank,2878.0
6772,4,h,3080000.0,2017,5.9,4.0,3.0,620.0,Stonnington,394.0
6773,3,h,625000.0,2017,16.3,3.0,2.0,542.0,Whittlesea,8279.0
6774,4,h,965000.0,2017,41.0,4.0,6.0,869.0,Frankston,8743.0
6775,3,h,735000.0,2017,6.4,3.0,1.0,167.0,Maribyrnong,3873.0
6776,2,u,651000.0,2017,8.4,2.0,1.0,129.0,Stonnington,8801.0
6777,3,h,3400000.0,2017,4.3,3.0,5.0,2027.0,Maribyrnong,4918.0
6778,3,h,535000.0,2017,17.4,3.0,4.0,572.0,Hume,4704.0
6779,5,h,710000.0,2017,31.7,5.0,2.0,1670.0,Melton,3600.0
6780,3,h,395000.0,2017,29.8,3.0,1.0,649.0,Melton,4718.0
6781,3,h,2090000.0,2017,3.0,3.0,0.0,199.0,Port Phillip,2019.0
6782,3,u,907800.0,2017,17.2,3.0,2.0,309.0,Whitehorse,6871.0
6783,3,h,1010000.0,2017,17.2,3.0,2.0,672.0,Whitehorse,6871.0
6784,2,u,435000.0,2017,6.2,2.0,1.0,1475.0,Moonee Valley,6232.0
6785,4,h,1305000.0,2017,6.2,4.0,1.0,449.0,Moonee Valley,6232.0
6786,3,h,1072000.0,2017,14.3,3.0,3.0,585.0,Kingston,2555.0
6787,3,h,1290000.0,2017,14.3,3.0,1.0,580.0,Kingston,2555.0
6788,4,h,1500000.0,2017,21.5,4.0,2.0,557.0,Kingston,3650.0
6789,3,h,1028800.0,2017,14.2,3.0,1.0,470.0,Monash,13366.0
6790,6,h,1840000.0,2017,14.2,6.0,2.0,554.0,Monash,13366.0
6791,3,t,1035000.0,2017,14.2,3.0,2.0,236.0,Monash,13366.0
6792,3,h,940000.0,2017,18.8,3.0,3.0,709.0,Monash,7113.0
6793,3,h,845000.0,2017,10.4,3.0,1.0,345.0,Moonee Valley,2291.0
6794,2,h,1118000.0,2017,5.3,2.0,1.0,173.0,Darebin,11364.0
6795,2,h,875000.0,2017,12.3,2.0,0.0,419.0,Monash,3224.0
6796,4,h,2475000.0,2017,21.5,4.0,3.0,665.0,Kingston,5087.0
6797,4,h,1260000.0,2017,8.5,4.0,4.0,578.0,Merri-bek,7485.0
6798,4,h,527000.0,2017,14.7,4.0,2.0,400.0,Wyndham,15542.0
6799,4,t,2455000.0,2017,3.5,4.0,2.0,123.0,Melbourne,8648.0
6800,3,h,910000.0,2017,8.4,3.0,2.0,276.0,Darebin,14577.0
6801,3,t,640000.0,2017,12.0,3.0,1.0,224.0,Darebin,21650.0
6802,4,h,1112000.0,2017,12.0,4.0,10.0,1002.0,Darebin,21650.0
6803,4,h,852000.0,2017,12.0,4.0,2.0,527.0,Darebin,21650.0
6804,3,h,800000.0,2017,12.0,3.0,2.0,585.0,Darebin,21650.0
6805,2,u,625500.0,2017,12.0,2.0,2.0,343.0,Darebin,21650.0
6806,3,h,700000.0,2017,19.9,3.0,2.0,605.0,Maroondah,7785.0
6807,2,h,937000.0,2017,21.3,2.0,2.0,736.0,Maroondah,4407.0
6808,3,h,1224000.0,2017,8.9,3.0,2.0,609.0,Banyule,3540.0
6809,4,h,621000.0,2017,20.6,4.0,2.0,574.0,Hume,5833.0
6810,4,h,1490000.0,2017,15.2,4.0,2.0,503.0,Bayside,4497.0
6811,3,h,890000.0,2017,22.2,3.0,2.0,724.0,Knox,2206.0
6812,3,h,512000.0,2017,35.4,3.0,1.0,576.0,Frankston,8077.0
6813,4,h,1502000.0,2017,5.1,4.0,1.0,934.0,Maribyrnong,2417.0
6814,4,h,537000.0,2017,14.0,4.0,2.0,447.0,Brimbank,14042.0
6815,3,h,1848000.0,2017,8.2,3.0,3.0,824.0,Moonee Valley,3284.0
6816,3,h,605000.0,2017,31.7,3.0,2.0,755.0,Hume,14092.0
6817,3,h,717500.0,2017,10.5,3.0,1.0,554.0,Brimbank,3755.0
6818,3,h,1715000.0,2017,10.2,3.0,2.0,438.0,Boroondara,5457.0
6819,3,h,350000.0,2017,18.4,3.0,1.0,466.0,Wyndham,10160.0
6820,5,h,1400000.0,2017,12.4,5.0,2.0,717.0,Manningham,5420.0
6821,3,h,1271000.0,2017,7.0,3.0,2.0,470.0,Darebin,8870.0
6822,3,h,540000.0,2017,12.9,3.0,1.0,607.0,Brimbank,3296.0
6823,4,h,951000.0,2017,14.7,4.0,2.0,704.0,Knox,5424.0
6824,4,h,1330000.0,2017,14.7,4.0,2.0,717.0,Knox,7082.0
6825,2,h,650000.0,2017,14.5,2.0,1.0,210.0,Banyule,2329.0
6826,4,h,635000.0,2017,14.7,4.0,1.0,662.0,Wyndham,16166.0
6827,3,h,1031000.0,2017,6.8,3.0,2.0,333.0,Hobsons Bay,6380.0
6828,4,h,2500000.0,2017,6.8,4.0,5.0,866.0,Hobsons Bay,6380.0
6829,4,h,1285000.0,2017,6.3,4.0,1.0,362.0,Maribyrnong,6543.0
6830,3,h,1240000.0,2017,3.0,3.0,1.0,159.0,Yarra,4019.0
6831,3,h,790000.0,2017,10.4,3.0,5.0,536.0,Moonee Valley,3464.0
6832,3,h,940000.0,2017,11.0,3.0,2.0,534.0,Hobsons Bay,5301.0
6833,2,h,950000.0,2017,4.3,2.0,0.0,138.0,Moonee Valley,6567.0
6834,3,h,412000.0,2017,37.5,3.0,2.0,818.0,Moorabool,2871.0
6835,5,h,3870000.0,2017,9.7,5.0,4.0,660.0,Boroondara,7809.0
6836,3,h,795000.0,2017,8.8,3.0,2.0,368.0,Banyule,790.0
6837,3,h,1210000.0,2017,11.4,3.0,1.0,690.0,Glen Eira,6795.0
6838,4,h,1600000.0,2017,11.4,4.0,2.0,738.0,Glen Eira,6795.0
6839,3,t,1050000.0,2017,13.8,4.0,3.0,248.0,Glen Eira,10969.0
6840,3,h,720500.0,2017,25.0,3.0,2.0,509.0,Knox,9704.0
6841,3,h,642500.0,2017,14.0,3.0,3.0,690.0,Hume,4294.0
6842,2,h,770000.0,2017,14.0,2.0,1.0,803.0,Hume,4294.0
6843,2,h,1200000.0,2017,4.0,2.0,1.0,182.0,Merri-bek,5533.0
6844,4,h,770000.0,2017,12.1,4.0,1.0,537.0,Banyule,10175.0
6845,2,t,438000.0,2017,12.1,2.0,2.0,105.0,Banyule,10175.0
6846,5,h,2235000.0,2017,7.7,5.0,1.0,600.0,Boroondara,8920.0
6847,4,h,1870000.0,2017,7.7,4.0,0.0,588.0,Boroondara,8920.0
6848,3,h,882000.0,2017,11.7,3.0,1.0,332.0,Monash,3582.0
6849,3,h,975000.0,2017,17.9,3.0,2.0,651.0,Bayside,9758.0
6850,3,u,990000.0,2017,17.9,3.0,2.0,296.0,Bayside,9758.0
6851,3,h,765000.0,2017,27.1,3.0,2.0,860.0,Yarra Ranges,3789.0
6852,3,t,785000.0,2017,17.5,3.0,2.0,304.0,Kingston,4734.0
6853,4,h,877500.0,2017,17.5,4.0,3.0,598.0,Kingston,4734.0
6854,3,h,955000.0,2017,17.5,3.0,1.0,598.0,Kingston,4734.0
6855,3,t,730000.0,2017,6.7,3.0,1.0,184.0,Darebin,11204.0
6856,3,h,825000.0,2017,6.7,3.0,2.0,260.0,Darebin,3445.0
6857,4,h,625000.0,2017,20.6,4.0,2.0,650.0,Hume,15510.0
6858,4,h,520000.0,2017,20.6,4.0,2.0,349.0,Hume,15510.0
6859,4,h,530000.0,2017,20.6,4.0,2.0,645.0,Hume,15510.0
6860,4,h,590000.0,2017,20.6,4.0,2.0,448.0,Hume,15510.0
6861,4,h,715000.0,2017,20.6,4.0,2.0,764.0,Hume,15510.0
6862,4,h,1000000.0,2017,23.0,4.0,2.0,1267.0,Maroondah,11925.0
6863,4,h,600000.0,2017,14.0,4.0,2.0,585.0,Hume,2246.0
6864,4,h,570000.0,2017,24.7,4.0,2.0,558.0,Greater Dandenong,10894.0
6865,3,h,645000.0,2017,24.7,3.0,3.0,553.0,Greater Dandenong,10894.0
6866,4,h,927000.0,2017,22.2,4.0,2.0,576.0,Kingston,3940.0
6867,4,h,969000.0,2017,16.1,4.0,1.0,733.0,Manningham,4790.0
6868,4,h,1025000.0,2017,16.1,4.0,2.0,718.0,Manningham,4790.0
6869,2,h,715000.0,2017,27.0,2.0,1.0,722.0,Kingston,2546.0
6870,3,h,1560000.0,2017,18.0,5.0,2.0,1463.0,Banyule,6990.0
6871,4,h,960000.0,2017,18.0,4.0,4.0,980.0,Banyule,6990.0
6872,3,h,860000.0,2017,18.0,3.0,2.0,794.0,Banyule,6990.0
6873,3,h,570000.0,2017,19.6,3.0,2.0,583.0,Whittlesea,10926.0
6874,4,h,766000.0,2017,19.6,4.0,2.0,523.0,Whittlesea,10926.0
6875,3,h,630000.0,2017,19.6,3.0,2.0,529.0,Whittlesea,10926.0
6876,4,h,860000.0,2017,24.8,4.0,2.0,677.0,Knox,10788.0
6877,3,h,735000.0,2017,24.8,3.0,3.0,750.0,Knox,10788.0
6878,1,h,920000.0,2017,3.6,1.0,0.0,133.0,Merri-bek,6244.0
6879,3,h,563000.0,2017,38.0,3.0,1.0,644.0,Frankston,7566.0
6880,3,h,515000.0,2017,45.9,3.0,1.0,900.0,Macedon Ranges,3376.0
6881,3,h,1100000.0,2017,16.7,3.0,5.0,740.0,Monash,15321.0
6882,3,h,1075000.0,2017,16.7,3.0,2.0,646.0,Monash,15321.0
6883,3,h,780000.0,2017,11.2,3.0,3.0,609.0,Merri-bek,8870.0
6884,4,h,1200000.0,2017,11.2,4.0,2.0,672.0,Merri-bek,8870.0
6885,4,h,900000.0,2017,12.9,4.0,2.0,406.0,Merri-bek,1071.0
6886,3,h,717500.0,2017,16.1,3.0,2.0,594.0,Banyule,8524.0
6887,4,h,805000.0,2017,20.4,4.0,4.0,624.0,Hume,4864.0
6888,3,h,645000.0,2017,32.3,3.0,2.0,787.0,Casey,3728.0
6889,2,h,1055000.0,2017,6.2,2.0,0.0,206.0,Boroondara,6482.0
6890,2,h,760000.0,2017,8.8,2.0,1.0,622.0,Banyule,2947.0
6891,4,h,1150000.0,2017,11.7,4.0,2.0,682.0,Brimbank,5629.0
6892,4,h,800000.0,2017,25.2,4.0,2.0,438.0,Greater Dandenong,8459.0
6893,3,h,657000.0,2017,26.0,3.0,1.0,353.0,Maroondah,4654.0
6894,3,h,795000.0,2017,23.3,3.0,0.0,752.0,Knox,2949.0
6895,3,h,779000.0,2017,16.3,3.0,2.0,722.0,Whittlesea,8279.0
6896,5,h,2287500.0,2017,14.6,5.0,2.0,4786.0,Banyule,1624.0
6897,3,h,525000.0,2017,17.4,3.0,2.0,748.0,Hume,4704.0
6898,4,h,395000.0,2017,31.7,4.0,2.0,650.0,Melton,3600.0
6899,4,h,407000.0,2017,29.8,4.0,1.0,763.0,Melton,4718.0
6900,5,h,1150000.0,2017,20.0,5.0,2.0,685.0,Kingston,6162.0
6901,3,h,668000.0,2017,17.9,3.0,2.0,620.0,Whittlesea,10529.0
6902,5,h,850000.0,2017,16.2,5.0,2.0,1007.0,Banyule,3891.0
6903,4,h,655000.0,2017,31.6,4.0,0.0,964.0,Yarra Ranges,3532.0
6904,3,h,1470000.0,2017,14.2,3.0,2.0,676.0,Monash,13366.0
6905,2,h,736500.0,2017,6.2,2.0,1.0,379.0,Hobsons Bay,5498.0
6906,3,h,1040000.0,2017,6.2,3.0,2.0,496.0,Hobsons Bay,5498.0
6907,3,h,980000.0,2017,6.2,3.0,2.0,330.0,Hobsons Bay,5498.0
6908,5,h,1570000.0,2017,6.2,5.0,1.0,374.0,Hobsons Bay,5498.0
